,CMIN3.SA,CCRO3.SA,GOAU4.SA,BBDC3.SA,PRIO3.SA,VIVT3.SA,MULT3.SA,BBSE3.SA,DXCO3.SA,BBAS3.SA,GMAT3.SA,HYPE3.SA,PETR3.SA,USIM5.SA,LREN3.SA,UGPA3.SA,EGIE3.SA,ENGI11.SA,PETR4.SA,B3SA3.SA,SLCE3.SA,BBDC4.SA,SUZB3.SA,VALE3.SA,ECOR3.SA,CRFB3.SA,ABEV3.SA,GGBR4.SA,MRFG3.SA,CSNA3.SA,CYRE3.SA,ITUB4.SA,PSSA3.SA,BEEF3.SA,CSAN3.SA,SIMH3.SA,ITSA4.SA,RECV3.SA,CMIG4.SA,VBBR3.SA,JBSS3.SA,STBP3.SA,CPLE6.SA,EZTC3.SA,BRAP4.SA,CPFE3.SA,GOLL4.SA,SANB11.SA,ALOS3.SA,RAIZ4.SA,DIRR3.SA,YDUQ3.SA,BPAC11.SA,SMTO3.SA,EQTL3.SA,ENEV3.SA,ELET6.SA,MRVE3.SA,ELET3.SA,MDIA3.SA,SBSP3.SA,TOTS3.SA,EMBR3.SA,FLRY3.SA,NTCO3.SA
2023-12-26,0.0000,,0.0000,0.0217,0.0000,0.1372,0.0000,0.1154,0.0000,0.0000,0.0000,0.0044,0.0000,,,0.0000,0.3473,0.0000,0.0000,,0.0935,0.0000,,0.0619,0.0000,,0.0657,0.0000,,,0.0000,0.0000,0.0000,0.0304,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,,,0.0128,0.0075,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0146,,,,0.0000,0.0377,0.0000,0.0000,0.0499,0.0000,0.0000
2024-01-02,0.0000,,0.0000,0.0205,0.0000,0.1333,0.0000,0.1144,0.0000,0.0000,0.0000,0.0068,0.0000,,,0.0000,0.3483,0.0000,0.0000,0.0000,0.0971,0.0000,,0.0583,0.0000,,0.0679,0.0000,,,0.0000,0.0000,0.0000,0.0292,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0159,0.0106,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0081,,0.0000,,0.0000,0.0382,0.0000,0.0000,0.0515,0.0000,0.0000
2024-01-08,0.0000,,0.0000,0.0111,0.0000,0.1129,0.0000,0.1244,0.0000,0.0000,0.0000,0.0063,0.0000,,,0.0000,0.3407,0.0000,0.0000,0.0000,0.0887,0.0000,,0.0414,0.0000,,0.0920,0.0056,,,0.0000,0.0000,0.0000,0.0369,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0179,0.0216,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0210,,0.0000,,0.0000,0.0316,0.0000,0.0000,0.0479,0.0000,0.0000
2024-01-15,0.0000,,0.0000,0.0000,0.0000,0.1181,0.0000,0.1316,0.0000,0.0000,0.0000,0.0014,0.0000,,,0.0000,0.3229,0.0000,0.0161,,0.0848,0.0000,,0.0193,0.0000,,0.0903,0.0000,,,0.0000,0.0000,0.0000,0.0349,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0395,0.0170,,0.0000,,,0.0072,0.0000,0.0000,0.0000,0.0384,,,,0.0000,0.0327,0.0035,0.0000,0.0423,0.0000,0.0000
2024-01-22,0.0000,,0.0000,0.0000,0.0000,0.1297,0.0000,0.1568,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.2936,0.0000,0.0165,,0.0967,0.0000,,0.0130,0.0000,,0.0773,0.0000,,,0.0000,0.0000,0.0000,0.0287,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0394,0.0075,,0.0000,,,0.0069,0.0000,0.0000,0.0000,0.0413,,0.0000,,0.0000,0.0415,0.0097,0.0000,0.0416,0.0000,0.0000
2024-01-29,0.0000,,0.0000,0.0000,0.0000,0.1213,0.0000,0.1805,0.0000,0.0000,0.0000,0.0000,0.0048,,,0.0000,0.2845,0.0000,0.0097,0.0000,0.0925,0.0000,,0.0102,0.0000,,0.0682,0.0008,,,0.0000,0.0000,0.0000,0.0268,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0421,0.0135,,0.0000,,,0.0166,0.0000,0.0000,0.0000,0.0386,,0.0000,,0.0000,0.0423,0.0117,0.0000,0.0359,0.0000,0.0000
2024-02-05,0.0000,,0.0000,0.0000,0.0000,0.1381,0.0000,0.1823,0.0000,0.0000,0.0000,0.0000,0.0008,,,0.0000,0.2696,0.0000,0.0172,0.0000,0.0955,0.0000,,0.0172,0.0000,,0.0677,0.0028,,,0.0000,0.0000,0.0000,0.0230,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,,,0.0289,0.0025,,0.0000,,,0.0121,0.0000,0.0000,0.0000,0.0503,,0.0000,,0.0000,0.0443,0.0117,0.0000,0.0362,0.0000,0.0000
2024-02-14,0.0000,0.0000,0.0000,0.0000,0.0000,0.1366,0.0000,0.1928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.2607,0.0000,0.0212,0.0000,0.0930,0.0000,,0.0000,0.0000,,0.0617,0.0000,,,0.0000,0.0000,0.0000,0.0238,0.0000,,0.0000,0.0000,0.0000,0.0000,,,,,0.0518,0.0055,,0.0000,,,0.0133,0.0000,0.0000,,0.0420,,,,0.0000,0.0480,0.0150,,0.0345,0.0000,0.0000
2024-02-19,0.0000,0.0000,0.0000,0.0000,0.0000,0.1376,0.0000,0.1857,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,,0.0000,0.2694,0.0000,0.0221,0.0000,0.0988,0.0000,,0.0000,0.0000,,0.0669,0.0000,,,0.0000,0.0000,0.0000,0.0218,0.0000,,0.0000,0.0000,0.0000,0.0000,,,,,0.0568,0.0030,,0.0000,,,0.0132,0.0000,0.0000,,0.0292,,,,0.0000,0.0475,0.0120,,0.0347,0.0000,0.0000
2024-02-26,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.2133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.3056,0.0000,0.0089,0.0000,0.0969,0.0000,,0.0000,0.0000,,0.0924,0.0016,,,0.0000,0.0000,0.0000,0.0293,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,,,0.0651,0.0273,,0.0000,,,0.0201,0.0000,0.0000,,0.0299,,,,0.0000,0.0434,0.0227,,0.0435,0.0000,0.0000
2024-03-04,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1868,0.0000,0.0000,0.0000,0.0028,0.0187,0.0000,,0.0000,0.1637,0.0000,0.0000,0.0000,0.0684,0.0000,0.2094,0.0000,0.0000,,0.1546,0.0000,,,0.0000,0.0000,0.0023,0.0258,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0570,,0.0000,,,0.0665,0.0000,0.0000,,0.0239,,,,0.0000,0.0056,0.0000,,0.0144,0.0000,0.0000
2024-03-11,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1827,0.0000,0.0000,0.0000,0.0054,0.0183,0.0000,,0.0000,0.1682,0.0000,0.0000,0.0000,0.0692,0.0000,0.2075,0.0000,0.0000,,0.1581,0.0000,,,0.0000,0.0000,0.0010,0.0261,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0000,,0.0000,0.0563,,0.0000,,,0.0643,0.0000,0.0000,,0.0231,,,,0.0000,0.0046,0.0000,,0.0153,0.0000,0.0000
2024-03-18,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.2145,0.0000,0.0000,0.0000,0.0128,0.0182,0.0000,0.0000,0.0000,0.1210,0.0000,0.0024,0.0000,0.0437,0.0000,0.2162,0.0000,0.0000,,0.1513,0.0000,,,0.0000,0.0000,0.0150,0.0215,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0620,,0.0000,,,0.0689,,0.0000,,0.0394,,,,,0.0132,0.0000,,,,0.0000
2024-03-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0109,0.0000,0.2080,0.0000,0.0000,0.0000,0.0145,0.0134,0.0000,0.0000,0.0000,0.1245,0.0000,0.0073,0.0000,0.0432,0.0000,0.2139,0.0000,0.0000,,0.1448,0.0000,,,0.0000,0.0000,0.0140,0.0222,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0651,,0.0000,0.0000,,0.0699,,0.0000,,0.0354,,,,,0.0129,0.0000,,,,0.0000
