,turnover
2023-03-20,0.0000
2023-03-27,0.1617
2023-04-03,0.0430
2023-04-10,0.0189
2023-04-17,0.0306
2023-04-24,0.0251
2023-05-02,0.0964
2023-05-08,0.0321
2023-05-15,0.0907
2023-05-22,0.0348
2023-05-29,0.0202
2023-06-05,0.0381
2023-06-12,0.0589
2023-06-19,0.0224
2023-06-26,0.0256
2023-07-03,0.0189
2023-07-10,0.0119
2023-07-17,0.0409
2023-07-24,0.0174
2023-07-31,0.0664
2023-08-07,0.0885
2023-08-14,0.1846
2023-08-21,0.0789
2023-08-28,0.0324
2023-09-04,0.0823
2023-09-11,0.0207
2023-09-18,0.0125
2023-09-25,0.0245
2023-10-02,0.0113
2023-10-09,0.0201
2023-10-16,0.0300
2023-10-23,0.0622
2023-10-30,0.0300
2023-11-06,0.1260
2023-11-13,0.0851
2023-11-20,0.0355
2023-11-27,0.0167
2023-12-04,0.0205
2023-12-11,0.0113
2023-12-18,0.0251
2023-12-26,0.0377
2024-01-02,0.1118
2024-01-08,0.0130
2024-01-15,0.0508
2024-01-22,0.0584
2024-01-29,0.0584
2024-02-05,0.0204
2024-02-14,0.0541
2024-02-19,0.0195
2024-02-26,0.0253
2024-03-04,0.0528
2024-03-11,0.0542
2024-03-18,0.0433
2024-03-25,0.0577
