,retorno
2023-03-20,-0.0167
2023-03-27,0.0138
2023-04-03,-0.0017
2023-04-10,0.0428
2023-04-17,-0.0340
2023-04-24,-0.0105
2023-05-02,0.0568
2023-05-08,0.0231
2023-05-15,0.0337
2023-05-22,0.0032
2023-05-29,0.0245
2023-06-05,0.0433
2023-06-12,0.0259
2023-06-19,-0.0117
2023-06-26,0.0079
2023-07-03,-0.0068
2023-07-10,-0.0109
2023-07-17,0.0221
2023-07-24,0.0082
2023-07-31,-0.0106
2023-08-07,-0.0189
2023-08-14,-0.0339
2023-08-21,0.0082
2023-08-28,-0.0002
2023-09-04,-0.0160
2023-09-11,0.0047
2023-09-18,-0.0326
2023-09-25,-0.0154
2023-10-02,-0.0157
2023-10-09,0.0115
2023-10-16,-0.0310
2023-10-23,-0.0212
2023-10-30,0.0647
2023-11-06,0.0121
2023-11-13,0.0546
2023-11-20,-0.0188
2023-11-27,0.0162
2023-12-04,0.0137
2023-12-11,0.0299
2023-12-18,0.0247
2023-12-26,-0.0132
2024-01-02,0.0027
2024-01-08,-0.0080
2024-01-15,-0.0432
2024-01-22,0.0037
2024-01-29,-0.0163
2024-02-05,-0.0088
2024-02-14,0.0226
2024-02-19,0.0073
2024-02-26,0.0042
2024-03-04,-0.0118
2024-03-11,-0.0053
2024-03-18,-0.0066
2024-03-25,-0.0041
