,retorno
2023-03-20,-0.0042
2023-03-27,-0.0174
2023-04-03,0.0051
2023-04-10,0.0364
2023-04-17,-0.0056
2023-04-24,-0.0055
2023-05-02,0.0290
2023-05-08,0.0221
2023-05-15,-0.0055
2023-05-22,0.0115
2023-05-29,-0.0071
2023-06-05,0.0286
2023-06-12,0.0097
2023-06-19,-0.0089
2023-06-26,0.0077
2023-07-03,-0.0058
2023-07-10,-0.0062
2023-07-17,0.0188
2023-07-24,0.0013
2023-07-31,0.0132
2023-08-07,-0.0127
2023-08-14,-0.0130
2023-08-21,0.0146
2023-08-28,-0.0037
2023-09-04,-0.0055
2023-09-11,0.0160
2023-09-18,0.0059
2023-09-25,-0.0139
2023-10-02,0.0003
2023-10-09,-0.0013
2023-10-16,-0.0220
2023-10-23,-0.0298
2023-10-30,0.0370
2023-11-06,0.0093
2023-11-13,0.0214
2023-11-20,-0.0017
2023-11-27,-0.0057
2023-12-04,0.0016
2023-12-11,0.0236
2023-12-18,0.0278
2023-12-26,-0.0042
2024-01-02,-0.0072
2024-01-08,-0.0063
2024-01-15,-0.0200
2024-01-22,-0.0033
2024-01-29,0.0007
2024-02-05,-0.0111
2024-02-14,0.0061
2024-02-19,0.0112
2024-02-26,-0.0001
2024-03-04,0.0030
2024-03-11,0.0104
2024-03-18,-0.0065
2024-03-25,0.0170
