date,ABCB4.SA,ABEV3.SA,ALOS3.SA,ALPA4.SA,ALUP11.SA,ARML3.SA,ASAI3.SA,AURE3.SA,AZUL4.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BLAU3.SA,BMGB4.SA,BMOB3.SA,BOVA11.SA,BPAC11.SA,BPAN4.SA,BRAP4.SA,BRAV3.SA,BRFS3.SA,BRKM5.SA,CASH3.SA,CBAV3.SA,CCRO3.SA,CEAB3.SA,CMIG3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CURY3.SA,CVCB3.SA,CXSE3.SA,CYRE3.SA,DASA3.SA,DIRR3.SA,DXCO3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FESA4.SA,FLRY3.SA,FRAS3.SA,GGBR4.SA,GGPS3.SA,GMAT3.SA,GOAU4.SA,GOLL4.SA,GRND3.SA,GUAR3.SA,HAPV3.SA,HBSA3.SA,HYPE3.SA,IGTI11.SA,INTB3.SA,IRBR3.SA,ISAE4.SA,ITSA3.SA,ITSA4.SA,ITUB3.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,JSLG3.SA,KLBN11.SA,KLBN3.SA,KLBN4.SA,LAVV3.SA,LEVE3.SA,LIGT3.SA,LREN3.SA,LWSA3.SA,MATD3.SA,MDIA3.SA,MGLU3.SA,MILS3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NEOE3.SA,NTCO3.SA,ODPV3.SA,ONCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PGMN3.SA,PLPL3.SA,PNVL3.SA,POMO3.SA,POMO4.SA,PORT3.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RANI3.SA,RAPT4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SANB3.SA,SANB4.SA,SAPR3.SA,SAPR4.SA,SBFG3.SA,SBSP3.SA,SIMH3.SA,SLCE3.SA,SMFT3.SA,SMTO3.SA,STBP3.SA,SUZB3.SA,TAEE11.SA,TEND3.SA,TIMS3.SA,TOTS3.SA,TTEN3.SA,TUPY3.SA,UGPA3.SA,USIM3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVA3.SA,VIVT3.SA,VLID3.SA,VULC3.SA,WEGE3.SA,YDUQ3.SA,BRAX11.SA
2021-07-02,11.900000,14.061000,24.660500,50.576600,22.816600,,16.606900,,44.720000,87.257200,15.081200,11.088100,14.870500,18.540000,16.536800,8.196800,341.220400,44.530600,2.928200,21.149800,122.780000,28.520300,20.905800,38.072100,46.200000,26.124200,51.147700,37.118600,,12.164500,13.086700,5.445200,4.340300,5.134600,4.224200,17.681700,3.947500,4.254400,19.374700,22.110300,10.317700,29.210400,7.592500,27.060000,9.208000,20.028500,62.956800,10.893400,16.046100,11.203400,30.601100,40.102800,36.325600,18.930400,17.060000,40.182000,22.342200,26.718400,8.711800,19.954900,12.229500,15.460600,15.948700,7.495500,8.654800,23.450000,7.272300,19.017700,15.242400,6.540000,29.717200,,25.930000,171.600000,18.808200,6.320200,7.179500,16.617500,20.339800,21.091100,5.365700,10.183500,15.601200,4.473200,3.621600,5.312600,17.010500,14.725500,30.839200,26.116900,15.949800,28.266000,209.997700,7.687900,17.255400,11.963400,15.431100,19.858600,13.084300,14.435600,56.822900,9.209700,,10.630100,9.921500,8.816300,23.477600,9.306100,4.985400,18.959900,1.873300,2.191200,,21.224700,21.325300,27.274200,22.717000,19.575000,,6.485200,11.100800,66.283300,14.876700,57.558300,33.378500,15.041400,16.384300,3.235000,3.207600,35.633200,33.126700,13.492600,17.417200,,31.021300,6.349600,52.598700,29.936700,24.079000,8.843200,35.842700,,19.703100,16.874800,16.419300,15.849700,75.985200,13.539400,23.424900,30.002600,16.498000,8.165200,7.327000,33.034000,30.268400,108.700000
2021-07-05,11.953700,14.472400,24.599800,50.275100,23.049300,,16.626300,,44.350000,87.833300,14.796500,11.019100,14.690600,18.154000,16.365300,8.231800,338.595600,44.511900,2.891000,21.535100,121.970000,28.474900,20.508000,37.904600,46.860000,25.919900,52.051300,38.423500,,12.363900,12.955900,5.467800,4.333100,5.157100,4.185200,17.767500,4.017700,4.332800,19.093000,22.436100,10.214500,29.528000,7.592500,27.280000,8.981600,19.891700,61.520600,10.744000,15.563000,11.328300,30.407100,39.522800,35.821700,18.960300,16.870000,40.129200,22.323900,26.622400,8.996000,20.009300,12.809700,15.419100,15.465600,7.341000,8.568200,23.390000,7.382100,18.943500,15.003000,6.510000,29.665400,,25.319700,171.600000,19.074800,6.287100,7.083600,16.474200,20.061900,20.891100,5.350700,10.070400,15.730900,4.387100,3.657100,5.226800,17.162700,14.696300,30.924500,25.405500,15.628800,27.869600,207.623300,7.670700,17.431300,11.919900,15.308000,20.073000,13.881100,14.427300,57.242900,9.116400,,10.459300,9.809200,8.716600,22.947200,9.533700,5.025400,18.497000,1.951900,2.308100,,21.454400,21.364900,26.899200,22.689500,19.614600,,6.351000,11.272600,65.652000,15.200200,57.245700,33.092600,14.957000,16.261100,3.211000,3.199700,35.752200,32.954400,13.547400,18.222200,,31.088000,6.445200,52.865300,30.176800,23.934000,8.766100,35.218400,,19.805400,16.732300,16.419300,15.874000,75.710900,13.710500,23.480700,29.421900,16.553000,7.853800,7.263100,32.706100,30.092900,108.000000
2021-07-06,11.646700,14.157800,23.984800,51.228300,22.756300,,16.549000,,42.500000,87.613900,14.622000,10.853500,14.462300,17.928900,16.143900,8.144300,328.096500,44.211900,2.922000,20.344900,120.300000,27.849400,20.110200,38.442500,46.160000,25.696200,50.312300,40.192600,,12.055700,12.759600,5.486600,4.286500,5.145900,4.058700,17.602600,3.898300,4.311400,18.756800,22.065100,9.973800,28.899300,7.456500,26.290000,8.894000,19.618000,60.497500,10.335000,15.224800,10.953600,30.383800,39.255800,35.351300,18.670600,16.810000,40.164400,22.196100,25.985400,8.956800,19.302400,12.747200,15.356800,15.605000,7.273400,8.512500,22.630000,7.368400,18.451800,14.950500,6.380000,29.234000,,25.347400,169.200000,18.867500,6.248400,7.058000,16.318400,20.028000,20.484000,5.208600,9.812000,15.555400,4.451800,3.621600,5.075000,16.601100,14.316800,30.775200,24.733100,16.144300,27.561300,204.612800,7.464500,17.163300,11.826800,14.995400,19.644100,13.092200,14.328200,56.947000,8.944400,,10.161100,9.442400,8.360100,22.696000,9.273600,5.025400,18.079500,1.869800,2.263600,,20.206400,21.012500,26.129800,22.579500,19.188400,,6.358100,11.019000,64.853600,14.965000,56.201000,32.529100,14.750100,15.976200,3.179100,3.152500,34.964600,32.310500,13.376200,17.620100,,29.897100,6.397400,52.749800,29.896700,23.441000,8.635200,35.086000,,19.404700,16.474100,16.378200,15.809100,76.112300,13.633700,22.795200,29.302100,16.498000,7.314500,7.227700,32.368900,29.095300,107.000000
2021-07-07,11.700400,14.335200,24.227400,51.938300,22.618400,,16.655200,,42.670000,88.217400,14.943400,10.998400,14.573000,18.059600,16.322500,8.266900,331.377500,43.793700,2.996500,19.642700,122.280000,28.076000,20.198600,38.904300,47.010000,25.647600,50.150400,39.706700,,12.309500,12.834300,5.486600,4.329500,5.140200,4.058700,17.708100,3.982600,4.332800,18.993100,22.372800,10.056300,29.897400,7.637900,26.040000,8.894000,19.866000,61.107400,10.405800,15.307600,11.241900,30.515700,39.596400,35.838500,18.670600,17.510000,40.428400,22.351300,26.535100,9.015600,19.558700,12.943600,15.585300,15.883600,7.234700,8.654800,22.760000,7.498700,18.720900,15.300000,6.370000,29.630900,,25.523100,169.500000,18.703200,6.381000,7.179500,16.492800,20.116100,20.712500,5.320800,9.844300,15.967400,4.588200,3.713900,5.009000,16.968500,14.637900,31.571300,25.493200,17.165500,27.376400,213.741300,7.602000,17.523500,11.839200,15.213200,19.755600,12.701800,14.344700,57.615300,9.044700,,10.120400,9.492000,8.474900,22.723900,9.419900,4.929500,17.643900,1.869800,2.263600,,19.807100,21.285700,26.274000,23.724500,20.090400,,6.308600,11.108900,65.847000,14.847400,59.245900,32.766000,14.803700,15.860700,3.219000,3.191900,35.257700,32.845500,13.542800,17.001200,,29.289100,6.588600,54.153600,30.352800,23.885600,8.966400,36.230600,,19.890700,17.008400,16.517800,16.044500,76.333100,13.820200,22.851000,29.163900,16.714200,7.398100,7.440500,33.783500,29.076800,108.000000
2021-07-08,11.592900,14.004500,24.080100,51.588200,22.437300,,16.645600,,41.210000,87.824200,14.833200,10.967400,14.365400,17.849000,16.143900,8.188100,324.815500,44.548300,2.915800,19.437200,120.660000,27.586500,19.571000,38.544000,46.000000,25.579500,49.775300,39.184700,,12.028500,12.703500,5.448900,4.204100,5.095300,4.029500,17.470800,3.940400,4.240100,18.874900,22.309400,9.884400,28.575300,7.539700,25.500000,8.616500,19.404200,59.907300,10.350800,14.928000,10.886300,30.407100,39.311000,35.519300,18.191100,17.320000,39.689200,22.196100,25.994100,8.964600,19.201500,12.747200,15.117800,15.474900,7.234700,8.357900,22.020000,7.464400,18.869300,14.980400,6.280000,29.294400,,24.968300,167.100000,18.846700,6.370000,7.141100,16.337100,19.851800,20.719700,5.186100,9.812000,15.769000,4.509200,3.621600,4.929800,16.989500,14.404400,31.677900,24.586900,17.505800,26.962400,212.867300,7.267000,17.188400,11.746000,15.137500,19.781400,12.279500,14.286800,57.376600,9.087800,,10.049900,9.303700,8.305700,23.152000,9.354900,4.809700,17.571300,1.793600,2.193700,,19.547500,20.794700,25.600800,23.477200,19.822800,,6.259200,10.994400,65.540600,14.149100,58.495800,32.504600,14.719400,15.760600,3.171100,3.160300,35.825500,32.147300,13.542800,16.497300,,28.439700,6.513500,54.180200,29.912700,23.392700,8.658300,35.350800,,19.762800,16.972700,16.476700,15.882200,76.038700,13.644700,22.898800,28.739900,16.376100,7.185400,7.405000,32.537500,28.725900,107.000000
2021-07-12,11.708100,14.246500,24.625800,51.413100,22.282200,,16.713200,,42.550000,88.354600,15.347600,11.246800,14.669900,18.299100,16.551100,8.196800,322.190800,44.521000,3.002700,19.411600,122.780000,27.840300,19.712500,39.127600,46.530000,25.589200,51.488700,40.134700,,12.336700,12.610000,5.614300,4.351000,5.151500,4.117100,17.767500,3.968500,4.297200,18.675000,23.648900,10.207700,30.338100,7.713400,27.360000,8.543500,20.062700,58.913800,10.578800,15.079900,11.059300,30.771900,40.158000,36.056800,19.679600,17.610000,39.935600,22.470100,26.796900,9.023400,19.325700,13.684500,15.798400,16.227300,7.205800,8.760000,22.310000,7.505600,19.815500,15.270000,6.290000,29.570500,,25.652600,169.200000,18.846700,6.408600,7.275400,16.586300,20.122900,20.891100,5.440500,9.771600,15.852900,4.667100,3.671300,5.048600,17.136400,14.754700,31.905400,25.152100,18.332500,26.557200,214.615300,7.696500,17.548600,11.640400,15.497400,20.416100,12.191800,14.319900,58.283500,9.310100,,10.047200,9.399500,8.378200,22.844800,9.663700,5.033400,17.480500,1.840500,2.180900,,19.407800,21.040200,25.774000,23.642100,19.951600,,6.167300,11.280700,64.937200,14.266700,59.031600,33.729700,15.332700,16.353500,3.243000,3.231300,36.191800,32.999700,14.063200,16.135500,,29.130900,6.527200,53.709300,29.960700,23.914700,8.889400,35.700800,11.668000,20.103800,17.266600,16.821600,16.417800,76.982000,13.929900,23.424900,29.615500,16.659200,7.375300,7.497200,33.333800,29.317000,108.850000
2021-07-13,11.723400,14.359400,25.119500,51.189400,22.532100,,17.002800,,42.490000,88.820900,15.568000,11.198500,14.718400,18.284600,16.286800,8.407000,325.034300,44.575600,3.033700,19.754100,123.320000,28.239200,19.544500,40.244100,46.220000,25.735100,50.977200,42.411000,,12.264200,12.544600,5.554200,4.261400,5.134600,4.136600,17.523500,3.926400,4.268600,18.802200,23.884200,10.063200,30.642700,7.554800,27.340000,8.448500,19.994300,59.612200,10.751900,15.093700,11.328300,30.694200,39.909400,35.863700,19.100200,17.890000,39.759600,22.059100,26.587500,8.917600,19.411200,13.631000,15.860700,17.267600,7.341000,8.821800,22.250000,7.725100,20.409300,15.459800,6.330000,31.451500,,25.615600,167.100000,18.733400,6.469400,7.249800,16.611300,20.244900,20.948200,5.612700,9.795800,15.822400,4.717400,3.642900,5.088200,17.425100,14.861800,32.246500,25.561400,18.283900,27.253000,218.402600,7.576200,17.381100,11.590700,15.488000,20.999500,12.287400,14.427300,58.044900,9.510900,,9.919800,9.435800,8.429600,22.426200,9.980700,5.113300,17.689300,1.834600,2.161900,,19.537500,21.060000,25.997800,24.210100,20.219200,,6.082600,11.313500,64.797900,14.112300,59.085200,33.754200,15.555000,16.168700,3.243000,3.262800,35.651500,32.818300,14.124900,16.243700,,29.563900,6.779800,52.838600,30.200800,23.953400,9.066600,36.031900,11.716200,19.933300,17.275500,17.067800,16.636900,77.436900,13.868400,23.281400,29.504900,16.435100,7.671500,7.546800,32.959100,29.898900,109.300000
2021-07-14,11.731100,14.448200,25.552600,51.053200,22.928600,,16.937200,,42.550000,90.951600,15.724100,11.274400,14.905100,18.364400,16.501100,8.363200,325.034300,46.366600,2.996500,19.805400,123.470000,28.728800,20.145600,39.990400,45.400000,25.511400,53.330000,41.802000,,12.536100,12.572600,5.610500,4.351000,5.140200,4.165800,17.813600,3.961500,4.268600,19.056700,24.409100,10.214500,29.424300,7.668100,27.150000,8.331700,20.165400,59.602400,11.090100,15.590600,11.520500,30.802900,40.692000,36.611200,18.610700,17.990000,39.865200,22.342200,26.988900,9.195900,19.551000,14.211200,15.652900,17.184100,7.398900,8.679500,22.590000,7.732000,20.307200,15.349900,6.460000,30.528300,,26.050200,170.700000,18.793800,6.508100,7.262600,16.742100,20.272000,21.012500,5.807200,10.030000,15.585900,4.688700,3.600300,5.174000,17.057700,14.998100,32.154100,25.386000,18.283900,27.781500,222.675500,7.730800,17.783200,11.603100,15.838500,21.394100,12.375100,14.559500,57.204700,9.575500,,9.933300,9.373100,8.360100,22.277200,9.875100,5.033400,17.453300,1.799400,2.098300,,19.317900,20.984800,26.190600,24.274200,20.576000,,5.920100,11.297100,64.974300,14.193200,61.237100,33.705200,15.233000,16.307300,3.267000,3.254900,36.173500,33.589100,14.385100,15.966400,29.448800,29.297500,6.595400,52.225500,30.376900,24.224000,9.135900,35.833300,11.571600,19.762800,17.515900,16.460300,16.060700,77.015500,14.243600,23.393000,29.486500,16.403600,7.451200,7.561000,32.799800,30.259100,109.500000
2021-07-15,11.861600,14.214200,25.275500,50.790600,22.583900,,16.661000,,41.850000,92.186100,15.613900,11.101900,14.836000,18.088600,16.222500,8.223100,322.190800,47.730300,2.977900,19.266000,122.800000,29.182000,21.710200,41.454500,43.550000,25.336300,52.929400,43.208300,,12.545200,12.301500,5.584300,4.308000,5.117700,4.078200,17.754300,3.933400,4.240100,18.784100,24.345800,10.008200,30.007600,7.539700,26.190000,8.046900,19.831800,58.972800,10.924900,15.549100,11.539700,31.043500,40.480200,36.628000,18.251100,17.920000,39.187600,22.049900,26.639800,9.607500,19.411200,14.309400,15.549000,17.416300,7.466600,8.691900,22.130000,7.594800,19.370300,15.290000,6.250000,30.200400,,25.865300,167.700000,18.703200,6.430700,7.205000,16.405700,20.028000,20.669700,5.867100,10.013900,15.357000,4.509200,3.557600,5.147600,16.779500,15.085600,31.962200,25.298300,18.313100,27.358700,230.347200,7.842500,17.858500,11.516200,15.630100,20.973700,12.247600,14.716500,56.756000,9.460800,,9.637800,9.151700,8.181800,22.295900,9.956300,4.873600,17.480500,1.764300,2.047400,,18.918600,20.834300,25.978500,24.457400,20.348100,,5.778800,11.902400,63.925300,13.664000,61.353200,33.166100,15.179400,16.214900,3.203100,3.199700,35.752200,32.918100,14.540300,16.000200,30.351300,28.989300,6.322300,50.946100,30.360900,24.233700,9.143600,36.400900,11.504100,19.387700,17.168600,16.509600,16.036400,77.256300,14.243600,23.114000,29.366600,16.218800,7.344900,7.376600,32.715500,29.862000,108.610000
2021-07-16,11.631300,14.061000,24.929000,50.751700,22.523500,,16.885000,,40.500000,91.052200,15.237300,10.967400,14.579900,18.088600,16.072500,8.223100,319.347300,49.039500,2.934400,19.051900,121.150000,28.719700,20.764400,39.720300,43.390000,25.112600,51.514300,43.977000,10.809000,12.635800,12.011700,5.550400,4.275800,5.117700,4.029500,17.503700,3.947500,4.297200,18.765900,23.893300,9.905000,28.970600,7.479200,25.670000,7.784100,19.498300,57.723500,10.854100,15.204100,11.337900,30.795100,40.692000,36.586000,17.521800,17.520000,39.002800,22.123000,26.439100,9.676100,19.434400,14.452200,15.304800,18.187200,7.341000,8.506300,21.580000,7.601600,18.952800,15.340000,6.300000,30.312500,,26.114900,167.400000,18.861800,6.414100,7.102800,16.200000,19.702700,20.441100,5.822200,10.086500,15.181600,4.365600,3.529300,5.127800,16.727100,15.124600,32.004900,25.337300,18.371400,27.623000,232.095200,7.576200,17.808300,11.696300,15.289000,20.733500,12.040400,14.584300,57.233400,9.346000,,9.740900,8.976600,8.061000,21.877100,9.875100,4.873600,17.634800,1.758400,2.028300,,18.818700,20.553200,26.036400,24.814600,20.278700,,5.785800,11.820600,63.637500,13.884500,60.451400,32.586300,14.619700,16.022400,3.235000,3.239200,35.001300,33.616300,14.700100,16.013700,30.588800,28.747800,6.206300,50.066500,30.568900,24.775000,9.128200,35.833300,11.426900,19.549600,16.928200,16.263300,15.687400,75.864800,14.478300,22.731400,29.495700,16.203100,7.200600,7.355300,32.125300,29.547900,107.500000
2021-07-19,11.508500,13.722100,24.695100,51.014300,22.239100,,16.867600,,39.270000,89.762800,15.072000,10.884600,14.379300,17.428100,15.808200,8.196800,307.317100,47.766700,2.897200,18.598100,119.740000,28.248300,19.898100,39.319300,41.850000,25.064000,50.619200,44.151000,10.300400,12.608600,11.843500,5.509100,4.254300,5.078400,3.951600,17.292800,3.947500,4.290000,18.429600,23.658000,9.781200,28.581700,7.365900,24.790000,7.543100,19.361500,55.667600,10.806900,14.810700,11.232300,30.570100,40.047500,36.174400,17.282100,17.320000,38.985200,21.922000,25.933000,9.584000,19.349000,14.380800,15.330800,17.509200,7.263700,8.487800,20.800000,7.581000,18.618800,15.190100,6.160000,30.114100,,25.957700,165.000000,18.582300,6.276100,7.045200,16.044300,19.587400,20.491100,5.702500,9.868500,14.998500,4.351200,3.479500,5.068400,16.485600,14.978600,31.237200,25.688100,18.264400,27.746300,224.520600,7.378600,17.481600,11.721200,15.232200,20.501900,12.040400,14.526500,56.851500,9.310100,,9.727300,8.870900,7.928000,21.765400,9.915700,4.817700,17.407900,1.740800,1.971100,,18.169800,20.735300,25.747200,24.356600,20.685000,,5.729300,11.706100,62.059300,13.428800,60.049500,32.398400,14.673400,15.806800,3.195100,3.215500,34.369400,32.564400,14.691000,15.168200,29.163900,28.081600,6.274500,49.631100,30.432900,24.552700,9.159000,35.398200,11.089400,19.302400,16.705600,16.090900,15.500700,75.035200,14.478300,22.595900,29.163900,16.218800,7.048700,7.149600,32.022200,29.547900,106.200000
2021-07-20,11.592900,13.738300,25.214800,51.218600,22.135600,,16.722800,,40.440000,88.912400,15.081200,11.077800,14.531500,17.696600,15.843900,8.328200,306.879600,46.821200,2.897200,18.735100,120.600000,28.647200,20.614100,39.590100,42.000000,25.492000,51.241500,47.231900,10.436700,12.617700,11.712600,5.610500,4.351000,5.100900,3.961400,17.273000,4.017700,4.282900,18.347900,23.513100,9.753700,28.886300,7.388600,24.810000,7.579600,19.190400,55.579000,10.720400,14.582900,11.472500,30.639900,39.973900,36.149200,18.301000,17.180000,39.161200,22.040800,25.444400,9.809300,19.457700,14.184400,15.393200,17.518400,7.398900,8.574400,21.530000,7.443800,18.461100,14.730700,6.130000,29.768900,,25.893000,165.900000,18.574800,6.298100,7.128300,16.324700,19.845000,21.862400,5.784800,10.078500,15.181600,4.365600,3.529300,5.147600,16.543400,14.939700,30.917400,25.814800,18.040700,27.614200,226.948300,7.352900,17.917200,12.218100,14.929100,20.888000,12.311300,14.757800,56.880100,9.231200,,9.673100,9.016200,8.033800,21.542100,9.980700,4.793700,17.471400,1.776000,2.015700,,18.768800,20.996700,25.756800,24.091000,21.160800,,5.665700,11.845200,61.901500,13.597900,60.272800,32.815000,14.765400,16.076300,3.195100,3.191900,34.433500,32.754800,15.010500,15.804000,29.040400,28.864400,6.158500,50.288600,30.849000,24.504300,9.105100,35.445500,11.378700,19.413200,16.616500,16.271500,15.581900,75.664100,14.697700,22.755300,28.813600,16.183400,7.253800,7.192200,32.368900,29.686500,106.950000
2021-07-21,11.516100,13.875400,25.041600,50.401600,21.980500,,16.809700,,40.740000,88.528300,15.016900,11.188200,14.600700,17.703900,15.822500,8.258100,309.504400,47.012100,2.934400,18.221300,121.120000,28.873800,20.083700,40.116100,42.090000,25.414200,53.594300,49.588300,10.518400,12.554300,11.712600,5.614300,4.361800,5.067100,3.864000,17.385100,3.989600,4.304300,18.238800,23.857100,9.643600,29.528000,7.358300,24.890000,7.681800,19.087800,55.638100,10.641700,14.658900,11.357200,30.492500,39.752900,36.023200,18.850500,16.980000,39.143600,22.369600,25.226300,10.097500,18.898500,14.104100,15.741200,18.261500,7.514800,8.741400,21.660000,7.485000,18.377600,14.441100,6.090000,29.777600,,25.893000,180.000000,18.846700,6.364500,7.173100,16.355800,19.926400,21.748200,5.657600,9.933100,14.998500,4.336800,3.493700,5.061800,16.459400,15.085600,30.697100,25.727100,17.992100,27.490900,226.851200,7.258400,17.866900,12.100100,14.910100,20.810700,12.383000,14.956200,57.605700,9.252800,,9.721900,9.161600,8.145600,21.309500,10.062000,4.785700,17.707400,1.705700,1.996600,,18.968500,20.470100,25.660400,24.402400,21.507700,,5.644600,11.894300,61.520900,14.031500,59.656700,33.158000,14.872700,15.845300,3.139200,3.160300,33.874900,32.283300,15.115500,15.540200,28.489400,28.806100,6.192600,50.386400,30.921000,24.301300,9.051100,35.227800,11.388300,19.464400,16.598700,16.493200,15.971400,76.533800,14.960900,22.787200,29.348200,16.191300,7.170200,7.135500,32.275200,29.206200,107.350000
2021-07-22,11.339600,13.738300,25.171500,51.238000,21.808100,,16.858000,,40.200000,89.726300,15.154700,11.022600,14.455400,17.566000,15.615300,8.196800,312.347900,47.275800,2.853800,17.185300,121.430000,28.701600,20.234000,40.438900,42.540000,25.511400,53.193600,51.632700,10.218700,12.518000,11.852800,5.742100,4.401200,5.100900,3.844600,17.510300,3.989600,4.347000,18.175200,24.617300,9.726200,29.748300,7.433900,24.890000,7.879000,19.147700,55.677400,10.862000,14.665800,11.443600,30.795100,39.826600,36.182800,18.680600,17.180000,39.777200,22.881100,25.252400,10.132700,19.007300,14.394300,15.876300,18.558800,7.534200,8.760000,21.440000,7.553600,18.628100,14.531000,5.980000,30.733700,,25.837500,177.300000,18.952500,6.347900,7.090000,16.193800,19.723000,21.862400,5.777300,9.941200,15.051900,4.329700,3.486600,5.160800,16.753300,15.416600,31.166200,27.140100,18.556200,27.446800,225.783000,7.438800,17.783200,12.503800,14.957500,20.819300,12.502600,14.956200,57.873000,9.324500,,9.532100,9.174800,8.127400,21.774700,10.305800,4.705800,17.653000,1.693900,2.009300,,19.028400,20.315600,25.621900,24.585600,21.259900,,5.694000,12.164200,64.909300,13.965300,60.987100,32.749600,14.650400,16.053200,3.163100,3.184000,34.689900,32.890900,15.407700,15.567300,28.498900,28.756100,6.486200,50.644000,30.881000,24.272300,9.105100,36.041400,11.369000,19.490000,16.563100,16.542400,16.166200,76.734500,15.671700,23.050300,29.606300,16.199200,7.185400,7.170900,32.884100,28.938300,107.000000
2021-07-23,11.293500,13.512400,24.807700,51.053200,21.558100,,16.896600,,39.700000,89.369600,15.016900,10.963900,14.317000,17.384500,15.715300,8.266900,308.192000,46.521200,2.816600,17.228100,120.200000,28.719700,19.977600,39.756700,42.200000,24.927900,50.235600,51.763200,10.354900,12.382000,11.918300,5.618100,4.358200,5.084000,3.766700,17.240000,4.017700,4.311400,17.911600,24.436300,9.705500,29.644600,7.237500,24.240000,8.353600,18.728600,55.775800,10.570900,14.589900,11.328300,30.267400,38.961200,35.359700,18.490800,16.850000,39.011600,22.333100,24.615500,10.009300,19.022800,14.250600,15.969800,18.298700,7.534200,8.840400,21.220000,7.498700,18.507500,14.571000,5.840000,31.578200,,25.782000,173.400000,18.688100,6.309200,7.083600,16.156400,19.668800,21.898200,5.724900,9.892700,14.983200,4.265000,3.493700,5.141000,16.601100,15.348400,30.782400,26.925700,18.624300,27.446800,219.470800,7.198200,17.707800,12.472800,14.597500,20.338900,12.000600,14.840500,57.558000,9.288600,,9.193200,9.052600,8.079100,21.942200,10.175800,4.570000,18.152100,1.664700,1.971100,,18.918600,20.458200,25.168800,24.319900,21.160800,,5.658700,11.993500,64.240900,13.965300,61.005000,32.708800,14.642700,16.060900,3.131200,3.144600,34.305300,32.410300,15.476200,15.543600,28.023900,28.631200,6.479400,50.075400,30.536900,23.740700,9.097400,35.511700,11.185800,19.200100,16.349400,16.813300,16.393400,76.346500,15.744100,22.795200,29.302100,16.108700,7.208200,6.944000,32.603100,28.448800,106.200000
2021-07-26,11.209000,13.786700,24.703800,50.479400,21.566700,,17.418000,,40.780000,88.034500,15.072000,11.133000,14.420800,17.529700,15.672400,8.266900,300.536400,46.821200,2.822800,17.125300,121.200000,29.254600,20.622900,41.152500,42.400000,25.268300,51.360800,53.648000,10.264100,12.373000,11.684600,5.614300,4.333100,5.174000,3.688900,17.134500,4.059800,4.297200,18.066100,24.065200,9.664300,30.694600,7.139200,24.180000,8.704100,18.437900,55.775800,10.295600,14.859000,11.241900,30.189800,38.942800,35.166500,19.140200,16.570000,38.721200,22.406200,23.978500,10.219000,18.743200,14.017200,16.520500,18.373000,7.321700,9.063100,21.870000,7.443800,17.997300,14.281300,5.600000,31.560800,,25.060700,176.400000,18.657900,6.370000,7.147500,16.424300,20.014500,22.455200,5.620100,9.763500,15.143400,4.308100,3.550600,4.956200,16.464600,15.056500,30.235100,26.535900,18.595100,27.253000,214.032600,6.897600,17.540200,12.659100,14.408100,20.270300,12.207700,14.733100,57.405200,9.181100,,9.366700,9.234300,8.299700,21.486200,10.216400,4.434200,18.143100,1.658800,1.964800,,18.718900,20.430500,25.053100,23.935200,21.081500,,5.764600,11.646800,62.319300,13.642000,60.737100,33.443800,15.102700,16.238000,3.131200,3.120900,34.525100,32.092900,15.362000,15.435400,27.330400,28.323100,6.486200,50.324200,30.256800,22.977000,8.897100,35.833300,10.993000,19.089300,16.224700,17.363400,16.977800,78.005600,15.542200,23.114000,28.804400,16.085200,7.124600,6.915600,32.462600,28.116200,107.100000
