date,ABEV3.SA,ALOS3.SA,ALPA4.SA,AZUL4.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BOVA11.SA,BPAC11.SA,BRAP4.SA,BRAV3.SA,BRAX11.SA,BRFS3.SA,BRKM5.SA,CASH3.SA,CBAV3.SA,CCRO3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DIRR3.SA,DXCO3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GMAT3.SA,GOAU4.SA,GOLL4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ISAE4.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MDIA3.SA,MGLU3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SIMH3.SA,SLCE3.SA,SMTO3.SA,STBP3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2020-12-28,11958000,872100,1025400,7433100,440300,19548620,7577200,5303430,45444938,2205000,7548000,1643087,5433712,7931600,1193400,442100,464,5642000,1859900,555200,,3620300,12545653,,45061400,804400,14191000,2092000,1974400,5591800,6935500,2100100,715749,2071278,1839500,1122500,3002000,966400,11250800,5057600,884100,3614100,997300,904253,6955076,3474400,5249900,6782500,3444500,2293900,,168623400,1196200,16522801,16989060,5950600,3108600,7901005,965700,525900,23099100,1209600,7551500,2997500,2064500,2861100,960700,7255700,36313300,1757852,7903700,713400,1972400,2438900,7493500,,1376300,,3213700,2110000,3134500,835900,1400938,510700,6106600,2768100,1146500,2397300,2457824,2135900,13265200,26001300,,4293600,3283200,3419400,1367200
2020-12-29,13638800,664700,906800,6005400,741300,17230518,7301400,3672471,26853167,2704700,7628600,1351226,4278894,5737200,1436000,329900,900,5019000,2112800,248400,,5241600,9238899,,52931100,1314400,11656000,2394000,1359700,12861400,5214700,2678000,958249,1516372,1747800,874300,2261400,1248200,8791200,5595600,1058500,4105400,1721400,1340526,10953058,2619700,8576900,5420900,4407600,1823500,,152705900,675500,20566997,18022620,8819500,3105410,5861021,1181500,507300,17789700,1350400,8352700,1836200,4849100,4229700,891500,7363400,29891100,3056158,5405500,698800,2434800,2265200,6787300,,967300,,2177800,1392900,2810200,768300,2012714,596100,2508600,3435400,1434700,3996300,3839911,3105200,17996400,19727500,,4263500,4118000,3065100,2403200
2020-12-30,19432700,1548100,1650800,10732400,658700,45151247,8594000,8569220,26660051,3015900,8038000,1687155,7741592,4409600,5215600,181500,1955,5735300,1839700,418900,,6109000,16231904,,27328600,2004100,55342000,3351500,1680200,10425400,8899400,5146700,2053463,1525205,2101800,1446900,2555300,1667800,10953200,49519200,1522700,7334800,1461800,1516032,13331687,3006200,8617100,7274100,9894200,1762000,,97979200,2488000,30760009,28208840,11094800,12223859,5311203,2197600,784000,19188700,1950500,4800600,3990000,2701200,6905500,783500,20928700,36968200,2970006,4292900,804000,3099900,3801300,16176200,,1304100,,5101500,2598300,3429600,1473000,1446434,922200,2664100,4938900,2137300,3790700,5430810,3293700,19625500,30102700,,5924400,7997000,6187700,2816800
2021-01-04,17835200,1733800,978900,8858200,331200,25275326,13874600,5446694,48196357,3863400,6117700,2028629,8493213,5809600,3523400,324700,1510,12583500,2301700,3850200,,8016400,16636086,,60864100,2165500,8255000,2207000,2075800,15190700,6331400,4928200,3716919,3505975,2794300,2224300,4180700,1457400,17114300,10741200,1645200,5360700,1483200,1690160,27916696,3373400,11587200,9646000,8468300,2604900,,57265300,2443000,50268142,34482580,10914500,6684810,8418867,2119600,815700,25706100,1566800,8144400,3917000,5128700,4396100,829800,16486300,74719700,2176480,6074500,919900,2778000,4321100,15041500,,1350100,,3797800,2415300,5274100,1417900,3011206,868400,10703100,4829100,2665400,3897800,5443040,5472800,20687900,37865500,,3953500,5582800,3609900,2640400
2021-01-05,37105800,1971800,956200,7883900,308700,29802931,15954000,5717734,47107478,4482500,13660000,1894414,9620565,9233600,2294700,321000,5412,6431000,2629200,2987200,,7169000,16141458,,53735300,1801200,11133000,3946600,2755700,14169800,5865500,4541200,1727319,1713118,3678100,1762400,5338900,1749700,12581000,7754000,1356000,9772200,2940600,2277336,22131656,3421100,13019600,7493300,8782000,3160100,,56600800,1108700,35241028,31074780,17855900,4879050,6264358,1355000,1120000,25431900,1703600,7203500,4825100,5691100,3476900,1099900,20245000,95181100,2383286,9490900,870900,3420900,4471400,10187600,,1235000,,3696600,3438300,4327600,939100,4871218,898700,7769600,5361400,2036800,8506600,4441586,5428300,18302900,34300300,,12993100,5798400,8316800,3703500
2021-01-06,28371600,1385700,1606200,8241300,771100,51422457,20566700,7454810,73317409,4313400,8358100,2276646,9094234,13171200,5984800,393100,3266,8883400,4781500,2077300,,11890200,24297075,,62974400,1651900,14865000,3401800,2445700,15970200,6827800,5227600,1818595,2985796,5067600,1776400,4846600,1235900,21827300,7658400,1943200,12351100,3617900,2340857,33755664,5622900,27873900,7861400,14849700,1544000,,68815000,1024400,39812087,47368090,14518700,5310690,10880972,1042300,1127200,51799000,2558700,11868700,5101800,7801000,9361100,926300,23213000,96562500,4747015,4765500,1317700,4964900,4006400,14303600,,1223200,,8018200,2602200,5286800,854300,2641188,2068700,10228700,9016800,2465900,9998400,5526344,6564800,23592900,53722500,,10884000,11580200,10753700,5004000
2021-01-07,32540100,2688200,1835200,7033900,962500,27800429,21878700,5359090,56545599,6096400,7765900,3238805,9250545,7985200,4031400,1172200,723,12379900,5391900,1569400,,12131500,30310057,,141321300,2662200,12122000,5515900,2483700,16561000,5845300,7641900,1228663,2320901,4395000,1325000,5940200,2272000,12826600,9097200,2159700,16907900,3234300,2191439,26455599,2590900,18518600,6249400,7282000,1504700,,44530600,1237300,51532635,50742780,16820400,10745019,14985211,992000,1192800,42146600,2667900,6188000,4820100,6577300,11211500,1205200,16348700,56171300,6137691,4441500,1598300,2430500,4990400,16655700,,1918400,,6248000,2662300,4030300,607500,3100020,3608800,8153200,12899200,3485000,11071100,3330663,5638900,22298600,74541400,,6944800,10427000,7564800,6138600
2021-01-08,30180600,1375800,1822400,7023400,653500,41720143,16236900,6413363,60861427,5151200,7458100,2674783,11955323,7444400,4749500,359300,923,7068400,2854000,3107000,,10807400,43435321,,59322800,2774000,10345000,4738700,1557200,18578300,5841800,5161900,2114514,3779435,5298900,1532100,4519800,1999600,11697700,11282400,1733200,11411400,2779300,2514242,22724360,5724800,23510300,6121800,39777900,3929800,,49464600,1418800,33430537,57785750,19150600,11431309,16150098,1103000,1255400,43988100,1998100,7752900,9426200,5249200,9323000,1361300,17349000,67136300,5652168,4059200,2379200,3860300,5950100,16484700,,2329200,,9387100,2381200,6990900,538800,3334276,2634300,7742000,9090100,3141200,5695400,8448005,4449400,23237000,58562700,,8434100,5833200,8668500,2685800
2021-01-11,23618800,2418400,1283700,5362000,466100,52272354,16880400,6254127,44169961,4386700,10898300,1663468,9150074,4947600,2272000,440400,4067,9913000,7211600,6360200,,8243700,16182913,,51311200,2150400,25486000,3778200,1502300,11887500,4403700,4725700,4359768,3237839,2543300,1257100,4335900,2361400,10674600,12196400,1742700,9768500,2516800,2581369,22620914,5233600,17108200,6619400,48590800,3198300,,56549200,870700,31315127,34720730,13801900,8805169,10695463,3716100,1118700,26647200,4591900,8744800,8117500,8764200,13466400,1457600,12810900,48744700,5795187,11959800,1117600,2049900,4945400,11065800,,3473200,,5972000,3407000,4958600,879100,2892868,2369000,6418100,8085200,1931300,6243300,7402342,4753900,38579000,29267000,,7564100,7147600,7745400,4600200
2021-01-12,30598100,2444800,3827600,5894200,371500,34524936,15519000,6360002,46567697,5857100,14238400,1801139,6681974,6797600,2698800,317900,17223,13413600,2674400,6931700,,8355100,17894609,,37303000,1789000,23680000,10703500,2088300,14861400,4479500,5691500,2432525,3359807,3777900,1422900,5700400,1603400,27161800,8408000,4264000,8802000,2758600,2774797,20436199,7529200,13857000,7713200,19908400,2225500,,36069000,1455600,25791173,36398230,13456200,6801410,6464869,4209200,1587400,35040100,2591100,11352200,3106700,6384300,8900100,1793300,16516300,65691900,9303973,7637500,901600,2842900,4861500,16763300,,2693000,,4433700,4321600,3855200,1096600,5117332,2459300,5287600,8070400,2553400,3490000,5405248,5091900,21970300,28598500,,5764200,5973000,6345300,6139300
2021-01-13,44066900,2190500,860000,6601300,337800,27266428,34866200,6804798,56170741,3692400,11376500,1861492,10324324,6984000,2684600,202100,15527,12078100,4636100,7884500,,6340300,17228509,,38892200,1582900,17572000,25660500,2942500,14367100,4435700,6222700,3766724,3338269,3569200,1505300,5524800,1525300,13906900,10974800,2073400,8267800,1945500,2160049,24518475,4592600,17726500,8616500,15258400,3122900,,54500600,1300400,33645159,46994860,12275200,5919980,5917856,3716400,1105100,25610200,1717300,6463300,8730500,6316200,6728900,4954000,23270300,93826600,7669883,8492700,1225700,2793800,7253600,7102400,,2330400,,4906200,5166600,4376400,619100,3369850,1324600,12598100,6567500,2626800,9031800,3313521,6501700,31890300,31658800,,11337000,5955400,6891400,3268900
2021-01-14,17183300,2614600,1032000,15963200,642800,23936425,39535200,14473415,72262168,3658000,6995000,1883190,5193114,6649200,1341400,248500,2998,6763700,2418700,4749900,,9953200,17821875,,63450200,2649200,22393000,15975400,1562000,14094900,9474700,5902600,2668598,2431011,7203600,1813100,6961900,2478800,35630400,9382800,2885200,10014000,2833200,1335860,21942908,3656400,17589900,11561000,10620900,1337400,,26555100,1461700,27191427,31044750,11789500,4032050,8994664,2580300,1403500,25548000,1419600,6041500,10462400,7176300,4374200,2740900,16531800,50745400,3756311,4930900,1405800,1582200,6509500,7145300,,1952800,,5616100,2804900,2593000,608500,2327556,883200,6206700,4655000,1631900,3154900,2606688,6553100,20884100,20809900,,6938500,4568600,4238500,5883600
2021-01-15,27742000,1987300,661200,8446800,603800,50916353,29147400,7222611,53980036,3175400,6356100,1905583,8895949,5588800,1397200,313000,4596,9552000,2837400,3062500,,6915400,13650417,,49058200,2873900,14330000,12207000,1623600,17974200,5410000,5315100,1515144,2448314,2922500,1459100,4722700,1747100,19587300,4635200,1503700,7759700,2043500,1522925,30009053,2942600,15697500,7255600,9584900,2599600,,29694500,801900,40230418,41532810,13193800,6415420,12060250,1916400,845500,32761100,3427600,5365000,4631100,7336400,5647000,1898000,20426200,80673300,2845541,3884300,869500,2032400,6948700,15699200,,1457800,,10695400,2764800,3310000,364000,1984400,1314700,8041400,11635600,1947900,3395800,3071728,5776100,17728000,31712400,,6956100,5299000,7043300,3931800
2021-01-18,13979800,1379000,1098900,9158700,473000,24765626,23849800,5863055,51058007,2766600,5816000,2034037,6894404,10837600,1258400,115100,4741,5375600,1937500,1724400,,9233300,10547355,,53800200,1219700,8036000,5409200,691000,11478700,8696300,2340400,1173034,1015553,1911100,1247500,3072500,1079000,15640200,7787200,873000,6691000,2331900,1368522,15108287,2177100,11262200,8911200,9970000,1624700,,24808500,551500,22220406,20815080,9924500,4165370,5504761,1544000,740100,24257200,4798700,6413700,2337800,5219900,5953200,797900,10070500,68855700,1938582,3871700,917000,1328100,5567700,7843300,,3530900,,4309600,1977500,2761600,441500,1712392,663200,5741600,7411100,1205500,2293400,2406799,4100800,11844100,22667600,,4157900,3897600,7398700,2418900
2021-01-19,16980100,1676100,1296100,7084100,948900,21468022,19512600,6704126,38386524,4168400,6048700,1335942,8069986,15386800,1903500,712300,1608,8451200,2202200,1354300,,14760100,18396209,,33253500,1255000,10470000,3097400,2212900,22749800,4396500,5906100,1083465,3237113,2194700,1609500,5630700,2065000,15766400,8214000,1024100,10371000,2256500,1431407,24154460,1300800,14676600,6863200,11416400,3164500,,43538000,707200,29475735,29926600,11480100,5799750,7141042,1808500,1132600,21025600,2554600,6647400,2316200,9004100,5393900,1658900,11002100,61656000,2488294,6039700,2891800,3327600,5279200,16568900,,2200500,,6896000,3051400,3215900,959200,2002792,1900900,10620100,11401600,1990900,5563300,7655663,6275900,22475700,27155400,,7091300,4720000,6894300,1667300
2021-01-20,18321500,1253900,857600,8970700,753100,24922526,22693600,4809508,41861039,2759000,6227200,2928177,6834172,7003200,1574100,351600,1894,6446300,1691400,4420500,,5211400,17140890,,26026400,1343300,8428000,4712900,2067900,15041100,3993800,2834500,1008456,3112604,2781900,1141800,2952000,1612900,23370100,5112400,1034800,5066900,1385900,1350706,13794233,3647100,10247900,6392100,9936800,2297500,,38266500,1108900,29859771,31891750,11555100,7113480,6234111,961900,808400,48089300,1581800,8217400,2422400,7491700,3524800,1346200,9105100,60306200,3536065,3595200,810600,2277100,3024800,10341900,,2117800,,3420600,3241500,3984700,536500,2770900,1039900,6237100,9641300,1663300,3730500,4004414,8728200,17678700,20480000,,5067600,6112200,3508200,1724600
2021-01-21,23062400,1364400,781900,6818100,621000,34180236,23303500,4447476,43414921,5688100,6816000,2572397,6947427,7559600,1556900,188200,1393,8967100,1744100,6559800,,11136400,17509647,,44052600,1378200,19030000,2172900,1763200,15535900,4023300,7027100,1956061,5938317,5206100,1238800,12453600,5910200,18663900,4940400,1143300,16913600,5467700,1476371,11944174,1696300,9233900,5807400,14796400,1781300,,30669500,854000,52842345,38138760,12178400,4893130,8969539,2290300,1432900,33038900,1890900,5595000,3012400,5518500,5675300,735100,9540100,41284900,3511393,6792900,1416300,2696300,8437900,9775800,,1762200,,5758300,2790900,3239100,464100,2176790,1173400,6125400,35970400,2013000,3814000,4183654,6011700,16668700,25983400,,8306300,6170400,4225300,5173000
2021-01-22,36117500,1094400,901600,7678200,824100,39767741,20405700,8323953,49504004,3785200,6454000,1923555,7586350,15764400,1508300,215600,1342,9565200,2399700,10955400,,11000400,24894021,,65436500,1517000,12604000,3125100,2382500,10757900,8705900,10653000,5056138,3537919,3767900,1456500,14677400,10547300,18285000,6399200,1240100,10875300,2889600,1415607,13125677,2196000,15646000,6524200,5667000,2489200,,96583500,1751300,35770975,40481760,8024000,4829770,12137820,2035300,1482600,43004200,2013500,4421000,2265300,6961900,3822000,746000,19675600,51181900,2044693,3621000,893200,2729000,6378300,14337000,,1625500,,4766600,4362000,3766800,514600,2210670,1233500,6087000,6508400,2515900,4858300,5004967,4056800,10835800,25814300,,7501100,3962800,6012500,4876300
2021-01-26,28714100,1229800,1471600,9169900,293200,38531140,26922300,7846850,70337058,6083100,7024200,2279078,8011802,7688400,1397900,657900,872,9410100,1962500,7109700,,11316600,21578599,,38408400,1519600,10130000,4094000,2680400,10446900,7069300,5629700,1574388,3068197,2772500,1303200,47532200,15758800,12184600,4874800,1788200,5744300,3230000,2060472,16847214,2560200,20577900,6414700,13272800,2354100,,46334800,2143000,52337831,56092080,20716200,5763450,9692059,2321100,1733800,44474300,3857300,18583200,2343100,8021700,7337100,709100,19726900,64514600,5183695,3838800,1245400,11407700,6119000,9335100,,1400300,,6573200,4206200,3689300,578000,2038608,1414600,8698200,9213700,2443000,2999000,5184707,6493400,14917000,24921600,,32465800,6819800,5164300,3143400
2021-01-27,27437800,1288500,1196700,17551400,1338800,31539933,25080200,9127514,79338490,5938100,7613400,2421010,9379145,10391200,1752900,751400,2044,10119600,1545900,6793800,,14221900,35126887,,62335100,2954300,13899000,2839900,2886700,11478500,7809000,5635300,927121,4379474,4883700,1288000,17305600,7527700,16744100,4050400,2666300,11834600,4795700,2054427,29341882,3456800,15472700,8780000,12951900,2153000,,77002900,1430000,40775646,47267770,11882700,7055730,5724908,3363600,1558800,44926400,2538000,27974100,2506100,6823200,7698800,1115500,16528600,68337800,4411431,4696700,1168800,3728600,4596600,9771900,,2670200,,4145800,4011200,3792600,954500,2172434,1008900,5317700,8965800,2088700,6872100,5563836,4253400,27750100,32419700,,14727800,7711200,6063100,2243500
2021-01-28,20208100,2709500,1929000,19296200,660200,27819929,20932100,9460264,62478350,5660000,7244300,3508529,10568457,13048400,6452000,160800,1234,9802800,1812000,4618800,,15853100,12288446,,76241300,4641500,14232000,2778400,1389000,13569800,8970900,4191900,1164800,3837999,3620400,1210800,7504500,4285000,15782000,4552000,2435800,11173800,1923500,2017841,16049130,3946100,13538800,24592800,8615200,2216600,,202523600,1714500,33954316,57231020,6816700,5781820,9833294,2879200,1225800,32819900,3131700,9599300,4065400,10861800,4486800,983700,13571100,67827000,2492606,3473200,1756200,3689900,3254700,9044100,,1761100,,6125700,3153200,3839800,1970800,1825406,1479200,6653400,4741900,2123300,4503400,4891689,5350600,18344200,35900800,,13321700,3500600,5030800,2859900
2021-01-29,23141500,2821600,2657300,11417000,865900,46811449,17492800,9134290,67913428,5390800,8774000,2382708,11356417,13806400,3886600,178000,3514,10738500,4587600,3136100,,15203000,18279571,,52441400,2711800,14582000,2799900,1379800,23380900,5408000,5672000,1521370,4144613,7325300,1955100,8969400,5448900,11819800,6986000,1304000,13864900,1750200,3193997,19481623,3845900,12055400,10211000,10898000,8327800,,41977300,1880100,39715884,50940670,10929100,6343920,13656404,1091300,916700,36141300,2826000,12053400,2756200,6960000,7796900,1459500,17428900,67555300,2316590,9527000,862600,4631700,5129200,15314400,,2213800,,7365700,2896600,3459700,1968200,2295370,853000,7846600,8230300,2253000,6365400,4060953,4950900,14026800,31481600,,10416100,5686400,5720300,4324700
2021-02-01,22235900,1271400,1271200,6608700,928500,35937637,16762600,6462973,54510500,6172500,7150600,1994038,7533902,10897200,2653600,597300,2329,6653700,5194800,4743400,,13186800,20672440,,31534300,1794600,18002000,2796000,1993400,14693900,4658300,4343400,1415333,3350490,4703100,1583200,15257600,9391800,10035300,19105600,1537300,7108900,1994500,3080740,20284999,2416100,11630200,8473200,10175900,3560100,,34384400,1584800,43917548,51004800,13019300,7977089,8716462,5036600,1003900,29267700,1592200,8485800,2257300,6058500,6465100,2480700,16133200,44449500,2547367,7572500,590200,5393900,6234000,11936600,,1903500,,5408800,4602500,2289400,1536100,2094994,1138800,9592800,6689400,2085200,6433200,3632402,5225800,13291400,27135500,,7952100,5827200,6809000,1506300
2021-02-02,34642100,1931400,1254300,5302300,714700,41385043,19800900,8318508,82720803,3808700,9338300,3036657,8346142,10170000,4774000,569700,2059,9855100,5600000,2591700,,12881200,16924761,,41722400,3150700,15991000,4095500,1772700,14886000,5105600,5275600,1493153,2970913,4012500,1547800,13060400,5617400,16198400,17052400,1706500,6346500,2610700,4132821,17745972,4284600,12693600,9624500,9412300,5564700,,40734100,1682700,98733246,110360580,12505600,6268020,9667300,4652100,2294700,27563200,1730500,8736700,2802100,7101200,6991600,2654400,22197200,91663000,2517178,8536400,562300,5208800,5735300,10692200,,2228800,,7270200,6342800,2445100,1310400,2724436,1251700,9168900,8207300,2365300,7519800,9009582,5588600,20396600,34426700,4750609,11003900,6363600,6608500,2785100
2021-02-03,17825900,1448800,3210800,4783100,1078800,39844542,10473000,5586086,45415172,3343100,9701200,1990285,10527858,19053200,3737100,425500,3108,10080800,7172600,6525900,,11121400,13146555,,30921100,2452900,8534000,4419900,1087100,12358600,5590300,9120700,1954856,3408570,3436200,1727900,10701700,6744600,15124400,8915600,1837700,9886000,2342300,1897691,15394433,3380100,11188200,6128800,9461300,7085800,,27590700,1295800,35202241,45582460,16705100,4157780,8821230,3508000,1065200,20963300,1390900,11732300,5620700,11635300,4214000,2736000,18113900,47486800,3924103,5257100,706800,5414200,3977700,13052100,,3827400,,5870800,8514500,2751800,564100,4152962,814400,8343700,6078700,1835700,10068900,3900159,6252200,20434100,34346400,3966477,10582100,8093800,6260600,2944100
2021-02-04,12952800,1052700,1360500,6332800,538400,20874922,10074200,7253466,114781326,2257200,7949500,1763499,8040255,10913200,2634100,456700,787,5754100,6475400,9434100,,7446700,8950978,,31550700,2999800,10452000,2756300,1735200,12368500,6922900,4468000,1348256,4310746,2038800,1408300,8353900,4285400,8865100,15902800,838700,7743500,2073500,1295669,13295147,3358900,12008500,5617200,5060600,2147200,,26636400,3254600,42350709,72000060,15451100,3322660,4061185,4333400,1792900,19705600,1933800,10040800,2280800,9000500,4093600,1611000,9732200,41444100,2193229,4288100,1079200,2330000,3438200,12574300,,4122900,,4946200,2974100,5507600,970300,3720992,1902900,9632200,4495000,1518100,3799300,3920809,4463500,20660100,29939700,3650229,6974600,5070200,5723800,3845100
2021-02-05,11336800,1473100,554800,3918900,1165200,23159124,12743600,6857070,49424023,3721700,8750000,1295258,8095535,25596800,1347500,539200,1756,4461900,2918500,6479300,,5382700,9108506,,29956200,2905000,11941000,1629000,1009100,18772000,3285600,4643200,935053,4612762,1901300,1214100,5910300,2312500,7112500,3204000,838500,6111500,1989200,788133,20582989,2284500,9623800,5639100,5376400,1448200,,37740900,1350900,24058771,43223290,8269600,7820449,4657959,5360000,1510100,24918700,1600200,9199900,5008000,8262900,4122400,1422800,29591900,121098700,1559471,8888200,2996500,8146900,3651400,9050400,,2778900,,3096200,3171300,4080200,7171100,1602766,2860300,4024200,7408100,1283000,2647900,2134932,4211600,21747600,27114800,4402737,12059400,3064400,4136400,4019100
2021-02-08,35731300,997200,756800,7033200,443100,25477827,11651600,5591894,30201237,6880200,8455600,1371164,3924618,14325600,2229000,443400,529,11023400,3416200,2653900,,7196200,14100952,,49741600,2727800,8117000,2446100,3945600,30261700,3813600,6452500,1226555,4447960,3213100,1489800,4639400,3063400,9757300,6536000,997600,6179800,3328800,1668844,13224461,2494600,12795300,8464500,9677500,2042200,,36250000,919900,33414225,31831250,16404400,6707030,5194849,6007200,1013800,25773300,1454300,8612300,3228600,4168600,5372800,1842100,30213000,98821700,1526675,6758000,2171600,2842800,7101100,6088700,,2136600,,3250300,3080700,4020800,879200,5091922,2554300,7239200,4627100,1753600,3263900,4768587,5699400,23632700,28164400,3162478,16276700,3213000,4522600,2721600
2021-02-09,16168600,766600,743800,5548600,747800,19773921,15307000,5472830,54631621,7986900,5932800,1502380,3461983,17392800,1079500,486700,2321,8044100,2725800,4975800,,7880800,13771200,,36558300,2002500,10775000,1690400,2485400,22523800,8661100,5231700,1067399,9427836,2654800,1072400,3667400,2767200,7257700,9222800,1782400,5590200,3257100,909555,13470917,2572300,9712900,7561900,7157700,2275200,,31056600,825300,34566462,41532370,11704000,6014580,9650469,8540500,750100,19348100,1733000,9597800,2004700,6676300,6166300,1171300,23255400,63662200,3253437,7528100,1257800,1875600,4428700,8915700,,2657900,,2419100,3004800,18026500,600900,2879074,2615800,8867900,4802400,1315900,3819700,4719467,6084800,14588800,32303400,1374461,11396200,2783200,4194300,5718800
2021-02-10,25616400,762300,938900,4654400,714500,40945243,14228800,7021388,34475320,4173000,4621200,2036917,9288169,19508800,2126400,182200,1558,5686000,1834200,4369200,,10924600,15950202,,52695900,2775500,12044000,1987900,1784100,17540700,4819000,3490100,1661347,8499040,2647000,1437100,4275300,2629700,14265200,9658400,1875400,8258100,3348700,1366295,15878400,1982400,10207400,5349200,8041700,2910600,,32475900,1410400,41500433,31528310,11471500,9610039,11074652,12875400,1288300,40037100,1697000,6143300,3526400,7003900,5572200,1073400,14690800,52949900,3575982,5183800,930400,4815700,3588500,21258600,,1811700,,4584200,2067700,6943500,489500,4061970,2193900,6816100,7385600,2228900,5667900,7095992,10442300,20847700,40318300,3511567,12342000,5838800,4999500,8799200
2021-02-11,17224700,759700,990600,5504700,338400,50835353,9944000,5201064,29089005,3325100,5157700,1582039,8336548,8556000,1772500,125500,6977,5609400,3092000,2634600,,10942500,12487993,,39933900,1572200,6228000,6463400,3306000,17174200,6057700,2679000,795378,7313361,1699900,1554000,4719300,2307600,25031500,4395200,1153800,7420300,2702400,1804901,12835876,2255600,8980400,6585300,13037700,3799500,,16368500,911500,19011971,24641760,20939900,6526520,9234324,14976600,712200,20569900,1546900,12310600,4858200,6531200,14071600,949200,19893800,61158600,1598184,4453400,1729100,1820600,3528900,14210800,,7585400,,2762500,1873000,3925800,456200,4254602,1593000,5248600,12606300,1775000,11165500,11430014,5879600,18142800,19775900,1655030,7874100,5592800,4089900,4722900
2021-02-12,17542300,897800,2027100,4010100,348000,35224837,17673000,4659831,26965092,2842800,8311800,1065167,6637473,8605200,2091700,213500,262,4194500,4987500,3521000,,11189100,18816972,,35272200,1362700,7441000,2132300,2168100,19754000,8099300,2901400,854722,4626919,2243200,1618700,4223400,2629400,15297700,3081200,882100,6761000,1484100,1617094,10670566,1136000,9396200,4655400,4852600,2097700,,21391900,1282000,27928929,27352820,17903500,5197280,12047078,6840300,328300,15132400,904800,8220500,3436600,7385800,8920000,1442200,10835200,47801100,2407958,4844800,467500,1252000,3213400,27179400,,1294500,,2758100,1534300,3043300,424800,5405070,1182300,4395500,6315600,1323000,5518000,7385100,4135100,38199700,14760700,649929,7424600,4659800,2866300,4369300
2021-02-17,30687100,824300,1829200,2863100,315100,37897539,13571900,9600503,20858827,4161700,14529400,1036977,5357700,7292000,3078900,432500,1702,6927000,3845100,1753600,,14994000,13121871,,39307200,2308100,9522000,3740500,1462800,13645700,3930000,2512200,936258,4514631,3502700,1479200,2970800,1830200,37144800,6867600,1271100,6377600,2844700,1204257,22539392,1455800,9616700,2933100,11188400,2982500,,18650300,1313800,42268508,27102570,21486000,6360640,10266391,11107200,771700,24753500,1345000,14061100,3033100,5674900,7082700,2103100,16008200,54973400,3850186,8406700,488400,3233000,8478400,23297800,,1187000,,4610100,1822900,4173200,371600,2000130,1060300,2794400,9005800,1547800,4199500,4781018,3716100,25529100,29262900,2613098,9532800,6810400,5975000,3107000
2021-02-18,30823900,812700,4075600,4478200,366100,49679149,17165700,14133042,58438039,5373100,9245900,1378547,8332508,12770000,2411400,647300,2216,6960000,2453100,3036200,,9533200,38488474,61433400,46707300,2288400,17995000,6603800,1941700,29101500,6427800,8253900,1153955,5034447,3278400,1560900,4883200,3170600,33704500,5756000,1651700,13693000,2432600,1777435,14637425,2275300,12874700,4715100,15850200,5557600,,19901100,1325200,56771585,54255080,11551400,39615176,9884397,10590400,741600,22577800,1566200,8395500,4906700,6792400,6950400,1752300,26443000,105539200,3719102,7761300,764200,4159200,14392100,18051900,,1149400,,6042600,2545500,6998000,503800,2481468,1983100,4647300,15955200,2509300,8000300,5019101,4983900,24488400,33088500,993747,12404300,5932400,5263800,2934100
2021-02-19,25717400,923200,1315300,5070000,276000,32793634,27407500,9680605,36792107,5721800,7536600,1912687,7258898,6946800,1637900,274100,2406,4880600,2608600,2009700,,5256900,21324972,9960500,36495600,2586900,12629000,4212300,1586300,15722600,5492100,4326100,763546,6085816,2369100,1450200,5267900,4226800,15216400,6756800,860900,8004900,1983700,828748,14706221,2399000,11091300,4628400,8384000,4051400,,41213300,1018100,37604586,29616620,13562700,16002468,9063940,21335200,926300,38672200,1547100,10331500,5857800,11192700,5598300,1903100,66820000,215834800,5803010,3378800,424700,2423000,6465800,14957800,,684600,,4343800,3039300,6205600,440900,1763938,1539000,3355700,10028000,1332600,3868100,5830590,4623100,14984600,24966600,1995604,11089800,3914400,4075700,1570600
