date,ABEV3.SA,ALOS3.SA,ALPA4.SA,AZUL4.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BOVA11.SA,BPAC11.SA,BRAP4.SA,BRAV3.SA,BRAX11.SA,BRFS3.SA,BRKM5.SA,CASH3.SA,CBAV3.SA,CCRO3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DIRR3.SA,DXCO3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GMAT3.SA,GOAU4.SA,GOLL4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ISAE4.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MDIA3.SA,MGLU3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SIMH3.SA,SLCE3.SA,SMTO3.SA,STBP3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2022-02-10,31338100,951800,4097000,7878500,1625700,31062500,14344300,13621850,80558500,11822200,8158300,4040255,6122420,12990900,6708700,6916600,6544,11589500,2136800,56168100,2999466,4065100,10267426,15482500,21659000,1627500,13728400,4230600,3829500,16086700,13615000,4836100,600976,4715150,5417500,792300,3572300,1577300,8837900,6977300,1384000,8546000,6047700,1803204,25077789,2807200,5817600,6067500,31003100,3514500,1513900,11104100,1359900,36025109,66343310,14785700,7219630,9411600,25875200,2728300,156928400,2121300,4685600,4813700,5659800,18656300,2433800,14021700,49534600,5723700,29332000,3650600,2359000,5350500,17787600,9667400,3630200,754200,4196700,3127500,1353100,1126200,4075720,1127700,4341700,14072000,1610100,8989100,4983300,5188100,25220700,47888900,2000064,7723700,4427600,8569200,1533100
2022-02-11,30852600,1478100,7099300,10447300,1530800,36193801,32331800,14789060,89646920,14612700,7479900,3353014,10129103,11713400,8104400,5401100,5396,10008300,3270200,65694700,4923825,7291500,10988887,11664400,57758100,2808100,10568600,8924900,6387300,9865600,15200400,6609300,2472891,5321250,7779300,1669500,3691700,1710600,9740800,6257100,2059600,21938700,3795700,1732366,27874360,5509000,9719200,6853700,163987600,3325800,2146300,30479600,1384100,91107542,176736890,8532500,8056509,14395810,24248700,2282700,194913400,3288100,4740700,5747800,16102100,12404800,1659700,26448100,88013400,5606300,26983500,3707900,2529800,4612600,10416600,8001300,3517600,1603000,6713900,5324700,2420100,2087200,2770020,1350000,6056400,7320300,1698600,7409300,5154800,7125100,66203500,34555300,2967053,8110900,3454000,9352700,1702400
2022-02-14,33362000,1189800,5533600,10758600,1153900,37045801,16485500,10585080,42557020,8748500,4858800,2573952,8946250,7724200,3941900,3841900,3232,15963000,2130900,38442100,2889943,5932800,13558701,5742400,24891000,2402400,9510900,9455400,12091600,8512800,14496800,5603000,1713060,4587330,4345800,881100,3816600,1813100,7640200,6340100,1224200,7981800,2103500,1556436,10703956,2210800,5314200,6331600,40925300,3896000,1011700,9320400,1478100,29657175,41789440,7862800,4078360,8801210,14264800,1338900,117301900,1673600,6329500,3305300,7610400,8629100,1312300,13473300,55687000,8105700,22817700,2312000,1732800,6509900,8826200,12680200,2418400,1161000,6697400,2484100,2170800,1366600,2765180,1159600,3627800,4581700,2002900,6602900,4514100,4354600,23686600,22804400,2873091,7618600,3771000,10962400,1517100
2022-02-15,50177400,862100,4467600,14385400,1177000,43238602,49098300,8738950,45128050,5177700,5347300,1652514,6013800,11567400,4346400,3751400,885,7756600,2620500,37040900,2666092,5129100,11057332,4196000,22172000,2788500,11413900,6219500,7372600,17908300,12619400,7899800,1686048,3686320,5129000,1986600,9306600,4902000,9874400,4509800,2066600,9517200,2165900,4093478,9253191,2641000,8660800,10933700,52223100,3733100,1900200,8137100,1721300,28825004,32365080,6094700,12357729,12477080,23368700,1216500,94930300,2999100,4497400,2650300,6970500,8443300,1466600,14294900,65689000,10253800,25787500,3104300,2285100,6016000,8066600,17426200,4603400,583600,6200300,3409200,1548800,1121900,5725060,1504200,7292700,5350400,2395200,4562700,6855400,5731500,28728900,29624900,2656887,10902900,4756400,11758400,3240500
2022-02-16,25057100,699500,5934000,7855000,788200,30914199,17748100,8830140,44218790,5447400,6621400,2084414,6453198,22764200,3010000,4178600,669,14576700,2302800,35797400,2430027,7356400,23951863,5999500,26543100,2693300,8925700,10437500,8664900,8759000,19235000,6408000,1178657,3830530,4290800,1297800,8382500,4377100,9012400,9309600,1953600,7562100,1811600,2032794,11725186,3841000,7968100,4720400,40563800,3667600,1671100,9354400,2199800,31430380,43114610,67648900,9332399,12856250,13555400,2218600,100338500,2657600,4844100,3712200,4995200,16226100,2162200,18446000,65811600,3789500,25381100,3033200,1984900,6305500,7036400,12029900,2698700,568700,5333900,2696800,1986200,1153800,3901700,2552700,4120300,5240100,2077600,4051700,6116000,8601000,20383200,20774700,4241775,19215900,4440600,20714400,2096000
2022-02-17,19881500,901000,3628300,5788100,851400,39058000,14383100,5314210,25904450,4590500,8010100,2748650,7640255,10128000,3732300,4361700,102,15272000,2081300,34381900,1959098,15219700,14833130,5496100,23092200,5247300,12056000,4231700,6280300,14506200,14356900,4727000,1022212,2464660,4944700,1282000,3425900,1861800,7132200,4760900,2748900,6000700,2014800,1603944,26330103,2791700,12698500,4472100,25381300,5013400,2749600,8016800,1582400,20200804,37081660,16928700,6925380,10594650,10691300,1498900,97374700,1933100,13926900,3327600,4946200,25370900,2762700,10212000,43255200,7386100,21583200,3662600,2681100,4724700,7178000,16171600,2647900,880800,4406400,1875800,3942000,1088500,2314180,2236400,4176900,4502200,1811200,3886000,14125600,5515000,29080100,36259300,3533562,12474100,2848200,8085500,945500
2022-02-18,11722600,1392800,1947300,5603000,843200,36682301,21094400,7120410,33335500,3047100,3065600,3373943,8046931,6913900,3678000,4000500,451,6733200,1820400,23478300,2030678,5876700,11674520,4411800,29115300,1348600,9599300,3949600,11809400,10356900,12107400,5212600,1185887,3244450,5111500,1361400,3624800,1845100,6461500,4361800,2104900,4612300,2674600,1300441,9899067,2483400,8374200,6080800,36118900,2247500,1725000,11398300,1478900,27105620,29053090,7118900,4871020,10426130,14943400,1353500,120822200,1556500,2733900,8810200,4108400,14212100,1838900,14031600,60304700,8201400,12876600,976100,2756800,4301800,47337600,12538600,3171300,684600,3686700,2052900,2966700,1799000,3633300,892600,3071300,5790200,3701700,8732100,4670900,7035700,15055400,22690600,12813814,4456300,2784800,6675800,1410400
2022-02-21,12423900,1222900,2522700,4044400,672000,21073699,12054400,4736270,22943580,2911500,2820000,2339367,7114257,7108100,3012600,3734400,1167,7597400,3124000,27332900,2194863,2814200,8299759,4924200,25041300,2806400,4856600,1502800,7166600,9065700,8917700,5115200,1050830,2755720,5006700,959600,2492100,1383400,7564000,2346300,1402000,6478600,2224000,1379869,7627791,1315600,6581200,3104300,25704700,1420000,2055200,11242700,1638400,29523351,24661450,4302500,4008400,8055300,15074700,1703900,86564900,2196700,3608700,3590800,3776800,11034000,1209200,6224000,51263800,3653900,13347100,1227300,3764500,2449600,17715400,8726900,1640000,1220600,2841100,1338100,3497600,1457900,1871760,925400,3604400,3820800,2100800,2371000,2346500,2656800,15904900,14561000,2949517,4184200,1954000,4769200,1536300
2022-02-22,24539400,1268200,4912100,6536200,1120400,37226199,29850400,7750820,44470030,4225000,9106000,3428504,6156353,8523200,4031700,4702200,724,23519300,1991900,29924600,1743056,6940600,13508677,4462200,49708800,1806200,10012800,18111400,9896700,8389500,16708300,5804400,1396053,8777010,6127900,995300,3178800,1689000,13276400,3319000,1600400,6271500,2640600,3247656,13445717,4010400,7228000,3758300,54302300,3173100,1623000,12593100,2256200,30314541,33319000,13022100,6537080,11619630,15146200,1425000,130958600,9673300,6862600,10895100,4903100,10308800,2658300,21847400,80206700,7015200,26967500,1410600,3396300,5293700,22843100,7346000,3276800,972400,13729200,1715900,3156300,2584900,2634720,2492600,4665100,3680700,4279700,3180200,5308400,9442300,13328000,23591200,6936571,6660400,2765400,5137500,1753800
2022-02-23,30107000,732800,9222100,7891300,1151400,44694102,13340300,7602870,26533320,5604400,7014100,3491906,7204675,13235600,2962800,18319800,738,12666300,3196000,32883700,1849775,5415800,13813891,5547900,26745300,3268100,10651500,3787100,8096100,11194000,14011800,5716700,1054445,5550600,6257500,1160400,5155000,2636300,8147800,5392200,1887400,9250200,2122000,1977438,27310384,4538600,15460200,4957500,27565700,2917300,1470600,10021400,2157000,26390148,24763200,8647600,8194339,11651530,15685200,1836440,147448300,4677500,4248100,4428200,3157600,11610100,2653500,19561500,86530100,4788700,21815900,1080100,2486100,18533400,17038400,10772600,4984700,1986500,11353600,4191700,2277700,2655500,1444080,1913000,2492100,18659300,3854300,4805100,4986800,5762800,17841300,24413800,2319860,7483000,2921200,7304600,2781200
2022-02-24,59579000,1553700,6131500,20052300,716100,44249602,23380700,14309570,79078560,5232500,19965300,3624882,12751281,17075600,3564900,8724700,694,19858300,3176000,52180300,3435755,12914400,12042602,10722700,64150800,2158800,13246300,6045000,6268000,10051800,15578800,7400200,1137186,3925790,7319200,1911700,6111000,3526800,12821300,5511100,1874100,11824400,3408200,3885310,26535357,5273300,12263400,7609000,54335700,2618000,1950900,19820800,2997300,31859370,48436520,8638300,6985110,14093200,20841500,2772500,165699000,3909100,7514500,3779300,7351500,15877900,3641400,23081700,139674100,7547700,28422700,2002800,15890600,9624600,12899700,11357100,15454900,1905200,5392100,4327400,2874500,3663500,6245580,2407700,4372800,6712200,3289000,7232800,6442800,10565500,17881200,37212500,2513764,9467300,4586200,9964800,4131600
2022-02-25,42942500,1094900,5939900,10151400,532700,57772500,17365700,32696950,55603460,7368100,11453700,9093476,6768630,8268500,6464500,4287600,994,15965100,2186200,28390800,1876305,16983900,15462824,7375600,37774900,1827100,19885900,7560700,10842400,14967700,12516400,5873800,971604,4266900,8265200,2116800,3388700,2040400,13864300,7125600,2647900,10377600,3016300,2036081,32351519,10038500,11862500,6445500,72652000,9242900,1814700,35822800,1477100,34615204,42786810,28011100,10163229,13827440,12802000,1519900,133697800,2544700,4963000,4484800,6775800,11030500,3487300,20527100,86189100,6818100,102389800,1546500,10376800,18635300,18571300,6795000,12307000,1279800,6243600,4964600,4839100,2525700,4987180,2674900,3846600,8165300,3042900,12282800,5208900,24888200,18574000,51028300,3597927,14311400,5551600,13633700,2951600
2022-03-02,33189500,619800,8509200,5073500,585700,44776398,12685900,11063800,42620050,5290400,9656900,2229469,4663476,8276200,7141600,8135400,13017,8459400,2655900,14027800,2927785,6539300,18991206,6050000,13374700,2274000,19335800,9698400,6715900,15693700,7014500,4574200,686027,2274250,3494500,1469000,2516300,1296300,6077600,3182600,1846400,7245200,2044400,2223040,19643911,2912900,13002600,3675100,56132200,3627600,999300,13717400,2181800,26171678,35717770,10247500,9098319,6847060,8257600,2335900,101490000,3201400,5059800,2260900,4836700,9465500,2590500,16218600,58071800,4506500,31825500,1229800,5673200,10337900,9010200,7030100,5665200,1279200,5980800,1876200,4681100,2089300,8076420,3296500,4259300,4584400,3465800,5384000,3126400,9058100,22949900,42191500,1474809,4333200,4160400,10503800,2062100
2022-03-03,42098400,772000,3619800,10080700,501700,24918400,12833600,9959180,42707830,4580200,11597600,2549332,6039498,12142800,6603000,9634100,11981,15947100,3069200,28621600,3703756,5887000,18648981,9975400,26432700,1702400,7972100,8956600,11348700,15874900,10724400,6998400,1207677,5037340,6561600,1652600,3881300,1988200,14947100,3774000,3873000,8953600,1744800,1782313,35079924,5964800,12894900,5958400,32795900,2278800,1888400,31266000,2049500,34697529,48997190,12411700,10092279,7234700,10122500,2311200,102314000,2991200,4417100,3527100,5801000,7733800,3668300,15435300,69237400,8367700,31308700,1233900,4681000,7953300,6416000,18057800,6527000,1209900,5734400,3174200,3828500,1860900,12467620,2477800,5986600,9257400,5860000,13114000,2811100,8731100,26215000,38621400,3265562,8631500,4946800,10167600,2100500
2022-03-04,26285200,661300,3767200,14984200,977600,30019500,15938800,11154110,43527770,5842700,9288400,2059950,7756558,8262100,5735300,5329200,12261,13336000,2810100,32291700,2644467,6724700,11187293,5557300,21639100,2161500,8090300,6267100,8603600,10606000,16408200,5955000,1155562,4859030,7972000,1529000,4055000,1456100,9305100,4095300,3552500,11487700,2528800,1036386,25964955,5900100,13690300,14949800,20570100,3827800,2060500,13732000,3189500,27578524,33368830,7065300,10028919,9926290,12115700,3595200,87715200,5792800,6710400,3502000,4982200,8314400,2164700,18097200,55418000,5055400,23708000,2469000,4255800,7414000,9517000,9336900,7281900,716600,7032800,2186500,2515300,3338400,7329960,1909200,6036500,10052000,7068800,10715200,5951900,6982200,25216700,30533200,3245493,7077000,3473800,9286000,4564300
2022-03-07,49545300,1271100,6547100,25139300,1281300,39736102,15377300,15266020,52141650,5304200,5837800,2897070,10727876,11010000,6333300,4947700,4593,12908600,2699100,36686500,4030523,7321900,13332917,8828500,22635200,3475600,10804900,5349200,9920100,17588100,14788000,10831300,1405693,5385710,6834400,1256100,3542900,1882000,11746600,4384400,2492300,8329400,3021400,2190590,24619023,6177700,10815800,13412000,46343800,5147800,1558600,17594500,1771400,34976181,58147650,12210000,7725849,30656120,11293900,4713200,87037200,3874300,7606400,5255800,4586500,16005800,2976200,31859200,110954100,9979400,32923300,2746000,3617000,8468800,18397000,12429900,9550200,848500,10329200,3172300,2899300,2347700,12532960,3134800,5475600,9349500,2935400,11172300,5066600,6628700,19406900,55305300,2527651,12635400,4075400,11272000,3189800
2022-03-08,35552000,1342400,4991400,25909500,774800,76144000,8981800,15621100,68288990,4815900,5474800,3011100,12913914,13148500,5268900,7277200,2198,15647300,2550400,63115100,2940800,17441700,18368610,6496300,29930400,3422700,13735600,6163800,8868800,16533000,23059300,11868300,1334399,7232940,7611000,1583800,5133200,2274200,9758900,5662700,2295600,4398400,2594400,1954320,17198628,6340400,9974100,24969500,25586400,3561000,1847400,16761200,1347300,36920640,47830750,8715200,10182369,55348150,17667100,3353000,147315700,3401300,7445800,7099600,6948200,16150600,2107500,37221100,111633500,9881300,43029100,2294100,6037100,7333300,25535300,5566500,5317100,2111600,7929800,3087600,3444300,2081600,8101500,1833800,5788000,7807100,3267800,7202600,6500400,6001700,13211600,53060200,2260563,7495900,5440800,9613000,3211200
2022-03-09,26552200,979600,5611400,18378100,1006100,62423801,27836500,12009580,62361860,6722400,6965800,3012554,8496076,13566800,5271800,6844700,1134,13138300,3686800,44699800,3382496,13863800,10975029,8543300,24133600,4345200,12384500,5362200,8389800,12623500,24706200,9616800,2964518,9727630,6609300,1195700,6186900,2551900,11037800,4466400,3843700,8633500,1957600,2199604,13896797,4329600,8679300,14154600,30820900,3110300,1718000,17278600,1413200,60692571,56756480,9529100,8257259,32896930,22005500,2868100,138833100,5526000,13434100,9850300,3391900,33835600,1879300,18729100,87779300,9919800,49405200,1935100,6460700,9517900,12046200,9079900,4556000,1651000,9231200,7343000,3852100,1427600,7714080,3596700,5213800,7254500,2863500,5978100,4900100,5177100,15325900,41051200,2821903,11571600,4846200,8949000,2841100
2022-03-10,37910700,1001900,4150900,11754500,1497400,37166898,10860900,9836420,33495110,3823700,3673000,4543878,7097908,7168200,5114100,4432600,70,9758000,3309400,31063600,4280003,6287300,8642660,8186800,37242600,3318500,13163500,3961500,9376900,17811700,16544400,12470200,981043,5706690,5359800,1076100,5000700,2137000,42874900,3260600,1190300,5427300,2140500,1713278,19718881,4708800,8706200,8979300,16212300,3427900,1308500,16333600,2022500,23011441,32575840,7976200,7985999,15105640,10678400,2223700,141801900,1994300,5212200,8804100,2982700,35957200,2482400,26817700,136437700,3430800,27726800,3567200,6045600,7610400,9134400,15215200,2305000,445000,4262600,2426800,2857700,1185600,4450380,2380100,10370900,6825500,2828100,8841300,3746500,5765800,10774500,33107000,2148356,5637100,5985200,6884800,3184300
2022-03-11,23133200,704200,3931500,14126300,1681000,35109898,12241200,18144170,42839830,2268900,6275000,3096872,6797149,7856600,3319600,3479200,513,7962900,2589400,57560400,1640040,11916000,10498787,6140800,30291200,2543100,11610700,3332900,7414400,10887800,12262500,10405600,5672779,4226310,3697700,971000,3297500,1653800,21434700,5370500,1344900,4973000,4955500,2294727,22935788,26405900,9979800,8320900,24733900,2774800,2200300,11885200,2014500,22790400,47232240,8471400,9360779,8349660,13083500,1760000,163946800,2274700,8332500,23101500,3048900,15950100,1698300,24275700,92153700,6611300,22578800,1630800,5269900,6002900,12389900,16712700,2409600,799200,4617800,2578100,1948500,1674800,4888840,3004000,9165700,7109200,2020400,8549800,5623700,6481300,12826800,24321500,3220051,6463400,6383200,4591900,2394600
2022-03-14,24603000,1193800,3676400,11145900,918300,25178199,10706500,8536330,36692150,2364700,4380900,2661324,4960258,10238100,4740400,2646500,518,3965700,1986300,28635800,2892245,5492000,13406939,7228400,28094500,3360100,13594100,3267600,6447800,11594900,9376300,7839700,1871814,5740020,5340400,940800,2138100,1334500,10698100,3592000,1667100,5165600,2919000,1802674,19253311,10135000,8949500,9181600,30901900,3364500,2482100,10983900,2091600,18224175,35211110,5707500,7090380,7200270,9603300,1606500,130411100,1972700,8689500,8105500,5307300,12302600,2503100,20240500,52274100,5785400,22504300,1163100,4145000,4479300,8174100,7680300,2143500,925000,5364400,6184000,2779300,1977600,2238280,3019200,2915500,6080900,2298900,5034000,2612400,4470700,19605900,37172800,3142307,6373800,5618600,4216500,1581700
2022-03-15,26387300,919000,4750300,15596800,1868100,32362400,10413700,9368480,51826390,4528400,10527200,3663934,9758248,11101300,7433600,3291300,120,6177500,2667200,36816800,2554767,5799700,12708124,7834300,30502400,3058300,8940100,3751500,7338100,11682800,16198700,11040800,2704345,4625940,6299500,1118100,3347500,1363200,11838400,5264700,1320800,7489900,2228300,1505003,25660539,11756100,7560700,13212800,24580800,8182100,3876800,9499500,1496200,27918953,40505630,8768200,6998750,15088040,13264600,2541700,250249400,3502900,4653800,12448500,6750000,16879100,2587500,19469500,66272000,8895000,22213700,1649800,4716400,6225600,9120400,5869800,4788300,1050900,8100700,4050800,2308400,1524900,3721960,2348400,4287400,7119500,3739100,8312000,3334600,10227700,28444300,47128500,2087539,8337000,10559400,9976300,3393100
2022-03-16,24823300,1215300,3784100,15508700,1359500,46186500,11677000,10862720,51718480,4602600,7594700,2715651,12298381,10908500,5292400,3807200,4464,9512500,2756800,34938400,4866361,13409800,17258111,11441900,35682700,3890600,14302800,4883600,6706800,12455700,35365500,9177200,3569812,4849680,12595400,1340300,3565700,2208000,14738900,4032800,1592700,4555600,2649900,2541602,18294450,25153100,11693400,12350100,38879200,3630800,4246700,11229000,2192400,30548058,44408760,7998100,6124360,8711670,17883800,1698600,162051600,2621200,4650400,8373200,6602100,12255600,2685300,20123900,72034900,7431500,21795000,830300,3544300,6128900,8343300,10671200,3441500,611700,6834700,5480900,2337900,2414400,4883560,2373800,4230800,7720200,3316400,7651800,3020700,6724000,21955300,37906100,2215964,5838600,6457600,12684100,14317400
2022-03-17,28258800,1815300,4175200,12410100,1319600,37593102,10446400,16851890,52868970,5503500,4075700,2270263,9125502,11797100,6104100,3146900,515,7186800,3565800,38822800,2595112,10385000,27871142,5134300,38268600,3551900,10482800,3687900,6277500,14770700,22983700,9224700,3491791,4740340,7413600,2098400,4484800,3718800,9974800,5268600,1811500,6369700,2763500,4965918,16850238,7577700,10432900,8820500,37344500,3976400,2154800,18009400,1546500,43427539,47677850,14573200,7524549,17107310,11093600,1592800,157734200,1649500,3875900,19216200,6726800,17570800,3816400,33975100,178319300,11070500,24570400,1280100,4450000,3793900,20838300,9966200,3622600,717400,7797900,3546900,3697900,1854700,4144360,1298800,6144900,7315200,1936300,9357800,3924300,8306600,18979000,40663500,2645230,10972100,6399400,10119300,10770500
2022-03-18,44270800,2934100,3833800,10722800,1797000,93378000,14242800,19565700,91396580,14140100,7164300,3837673,10337977,9480800,10038800,12009500,1943,15959000,4088300,53805100,1468948,13523800,34422089,11480200,69229200,5835900,19907900,8617400,20807900,16003600,24909200,13726800,2447487,5427070,8934600,3813500,5141000,2583500,17286000,13691000,4675400,15357000,6670500,10584232,29593252,10481900,22624000,8745900,37244600,5228800,3565600,51480100,5711100,53571120,71270430,38074500,13544629,47816230,13994100,2703600,129982700,1857600,5856000,16250300,7535400,15448900,6690200,34149500,93097100,15231100,17721400,2993000,15036100,9349000,24899900,17683100,6181100,749700,8050300,9769700,5379100,3996700,6685580,3519800,9005800,11991100,6775000,13751800,5944800,9338000,19881100,46080900,3558801,16955800,14317200,12339600,7320000
2022-03-21,15203900,880600,2397000,8418600,964000,29455400,9098000,7618160,46281290,3825200,3702400,2862859,11194285,9517700,6052100,3535100,2887,6756300,3306900,31341600,3411228,3309500,13298103,4776900,32003000,5957400,14262400,2734900,3051200,10118200,13549700,7700700,1907260,4563900,6139000,972700,3721000,1717100,7566800,9080400,1604700,3766500,2162200,4623602,17614932,4734900,6872800,5666600,24469700,5167800,3323100,14725700,1240700,41121978,39558860,7082400,5071440,17137560,14301000,1878700,123534000,1911200,3778000,5909400,6237200,14886800,2270500,12200800,67700800,7396400,13191600,2738000,3104300,3574100,5900400,14958900,2723200,1024700,3526400,3984700,3035800,1376800,3982880,1628200,2770600,9078400,2503900,8631500,4017900,4564600,10232900,25374600,1800179,5831300,6935200,8362300,3286400
2022-03-22,20680900,851800,3258600,10490700,1545200,48445699,11713100,12267310,48284500,5472500,6620900,2112321,6000620,9114000,4672300,3005100,382,8809300,3982400,33318600,3685235,5924600,11037897,5578800,28235400,2663100,22641000,3242800,7614700,10005800,10929700,9256400,2449495,7874130,4236700,1912300,6652300,3658600,6656200,19739100,1479200,7094100,2130800,4794124,16532844,15884100,6273700,6426700,32442700,4184600,2549900,20209100,1202300,30423899,40525430,16965500,5653670,18268910,13653300,1567900,120066900,1772500,4833500,7187800,7266700,8582700,5298800,15178400,56128600,8561000,12450300,1527200,2954500,9564700,6159600,9684700,2859700,3158000,9716800,2662100,2171000,1733600,3158320,3557700,11314200,6420000,2268200,7130600,4275900,5149700,15910200,29489800,2594043,14328900,4415400,6991500,4431100
2022-03-23,20022700,613800,5354800,8363200,1194700,35562500,8049000,10716640,30857860,8173300,7286000,2260077,8734456,10993000,5435200,7417300,5638,6284100,1811700,41418900,2669696,4820400,11853491,4659400,31566900,3144500,20372700,3694700,6180700,11476300,11940100,13741000,1829339,2475990,5355300,1166000,4515000,2417200,6415900,6888300,2295300,7226100,2051900,14287992,12275554,6845600,5626300,5475000,19490400,4289000,2395500,19533600,1797100,19497688,29702970,9203600,6541370,24486990,10588600,1810600,165341400,2074100,2954800,11569300,6370500,16194600,1889000,11845600,52956100,9878000,22638000,1741300,2187200,3857700,6355000,8153600,1487200,1416400,4798300,1801100,1771200,1638600,7067060,959900,5992800,7534000,1901600,3482900,4011500,3848300,19297200,26309600,2504946,14705300,9392600,8501500,4272600
2022-03-24,26020100,928400,2598100,12562100,1530900,32405301,8283100,8350760,43444170,4064700,7173500,2873274,7580787,10080300,6843200,6073700,3960,5720200,1287600,52872900,2323007,19967000,10722881,7610400,29889300,3321400,12435300,3407600,8042000,11591900,13902200,7959600,3141648,3027530,8946600,1645600,4567700,1568500,8063700,10150000,1704600,9445200,2518900,5458926,26435439,3575000,8933100,7272600,89611700,4765700,4856400,25039400,1872100,25384768,52267930,6802900,6165170,23295580,30119500,1702200,184817100,1787300,3398900,8164300,10979900,14750900,3143300,15222400,49402800,27909900,16204000,2216500,2111600,6855100,12756200,11525500,2373300,1936400,5398500,3139300,3164600,3236300,6014580,1549100,3889800,7602000,2350800,5222400,2954300,5561100,15676100,23122800,1712400,7476400,8944200,6955500,2149800
2022-03-25,33492500,1513800,3910700,12284600,1272700,43051000,7629100,14336190,40055180,4232300,6875800,3703682,7575333,12442100,5334600,5580600,252,4867900,3167600,38501600,1704813,14954900,10666435,5485000,149165200,4342300,13262200,3709700,6185900,9252800,13790300,14866800,3586280,2134330,7476900,1672300,3110400,1407600,8153900,5609500,1996300,11188200,2372900,4817136,18747673,5936900,7734000,7256100,57765800,5315900,4406800,30319400,1574100,34005051,35284370,10904700,8539079,16970250,21821600,1580500,138987700,1826300,6868200,9888800,14863100,9642200,2712900,13764200,51780100,13460300,25926900,1619000,2546800,5149800,12807700,15246800,2177800,1376000,10950600,2651400,3747000,1819100,4676540,1341300,4696700,13423300,2567500,4940700,4186300,6662500,18348800,22505500,2057131,5923500,4122200,7131200,5242200
2022-03-28,19293300,906200,1491500,6343500,621300,36145102,6646000,5162740,25232680,3608400,8505900,2520443,5124256,6909500,4165000,3531500,2419,7009100,2015700,25092000,1579472,8119200,9427496,6463800,45360900,2760800,17270200,3584500,5307200,6374600,9314600,5709300,1296543,2708200,2828200,1071700,4039600,1321900,6604500,3684300,752500,4197400,1952800,3169606,11448112,4308900,5587200,5381600,23357200,4044500,2536300,9408900,1032000,16493170,23700270,11510300,4182640,11477510,24124900,1741300,81550400,1979900,6580800,3779800,3359500,13784100,1201000,18674900,68610500,5228800,18416100,1561700,2088400,5551400,8953500,10759900,1403400,894700,4611500,3384300,3316700,1959000,4531120,1169500,2209100,5170400,1500600,6233700,3912600,3320200,14463600,16274200,1829574,8697000,3262200,8737400,2461500
2022-03-29,38069700,1529300,3121200,10210200,942900,39542301,9089400,7014150,54799690,3384500,5732700,3411803,8815212,11274200,9195800,6841400,11839,9585900,1979600,35038800,2510317,10008600,14594164,6060700,67411800,3189600,14134500,3139900,6666600,8003300,10585000,8136300,1843999,2431770,4326500,1672700,4809400,1830000,9460200,6654100,2180500,9096800,2541900,3333765,20516839,6317300,8246700,6029600,47510200,4167700,3368600,17002400,1573400,17168764,32853260,8615400,5308710,11455290,17160100,2619700,166838900,2130000,4636900,7900200,5452400,13948700,2133300,21261100,93809000,10717200,21768400,2318700,2368100,6393400,10212800,18072900,2949800,783100,6117300,2295900,3113200,2201900,3593480,1625700,4528100,6730700,2525200,6893000,5558200,4956900,21364900,38228800,4333811,7803900,3595600,6276300,2165200
2022-03-30,17629500,1526400,2230500,7819800,619800,44752699,6693100,5547300,27442800,2613400,7206500,2560044,4049154,18754900,6049100,5561700,269,6661000,1720400,59457200,5720019,9872400,11211291,8153100,46923500,2943200,9194200,11653900,3911500,9340000,11560800,10060000,2707559,4810190,12324900,1147700,4643600,2737800,8692800,4247300,1344100,11789800,1527000,2849029,17186280,3742300,6441600,3987100,34075400,3674000,1588300,11528800,1332500,16444118,36282840,6795400,4906990,7287390,11479800,1417100,118442900,1496800,4653500,3250900,6121800,12622200,2060500,9334000,69648400,9082300,12840900,1304300,4607200,9499700,5444600,10685000,5444300,867700,8113200,2459400,2680600,1697000,4662900,1661300,4931300,5174600,1570200,4893900,3171400,2596300,11805400,22007500,2393651,10662100,3505000,5556900,3582700
