,retorno
2023-03-20,-0.0004
2023-03-27,0.0074
2023-04-03,0.0004
2023-04-10,0.0373
2023-04-17,-0.0253
2023-04-24,-0.0220
2023-05-02,0.0435
2023-05-08,0.0191
2023-05-15,0.0212
2023-05-22,0.0179
2023-05-29,0.0054
2023-06-05,0.0348
2023-06-12,0.0227
2023-06-19,-0.0086
2023-06-26,0.0219
2023-07-03,0.0042
2023-07-10,0.0021
2023-07-17,0.0440
2023-07-24,0.0063
2023-07-31,-0.0043
2023-08-07,-0.0188
2023-08-14,-0.0296
2023-08-21,0.0128
2023-08-28,-0.0084
2023-09-04,-0.0025
2023-09-11,0.0079
2023-09-18,-0.0350
2023-09-25,-0.0126
2023-10-02,-0.0043
2023-10-09,0.0096
2023-10-16,-0.0173
2023-10-23,-0.0261
2023-10-30,0.0528
2023-11-06,0.0155
2023-11-13,0.0366
2023-11-20,-0.0192
2023-11-27,0.0189
2023-12-04,0.0017
2023-12-11,0.0321
2023-12-18,0.0151
2023-12-26,-0.0121
2024-01-02,0.0060
2024-01-08,-0.0029
2024-01-15,-0.0350
2024-01-22,0.0076
2024-01-29,-0.0117
2024-02-05,-0.0062
2024-02-14,0.0126
2024-02-19,0.0044
2024-02-26,-0.0095
2024-03-04,0.0014
2024-03-11,-0.0016
2024-03-18,-0.0046
2024-03-25,-0.0068
