,CMIN3.SA,GOAU4.SA,PRIO3.SA,BBDC3.SA,VIVT3.SA,MULT3.SA,DXCO3.SA,BBAS3.SA,RENT3.SA,GMAT3.SA,HYPE3.SA,KLBN11.SA,USIM5.SA,LREN3.SA,TAEE11.SA,AZUL4.SA,ENGI11.SA,SMTO3.SA,ISAE4.SA,B3SA3.SA,SLCE3.SA,CBAV3.SA,BBDC4.SA,ELET3.SA,VALE3.SA,ECOR3.SA,CRFB3.SA,ABEV3.SA,GGBR4.SA,VAMO3.SA,MRFG3.SA,PCAR3.SA,CSNA3.SA,CYRE3.SA,ITUB4.SA,PSSA3.SA,FLRY3.SA,BEEF3.SA,CSAN3.SA,AZZA3.SA,BRKM5.SA,SIMH3.SA,ITSA4.SA,MDIA3.SA,VBBR3.SA,JBSS3.SA,STBP3.SA,CPLE6.SA,EZTC3.SA,EQTL3.SA,CMIG4.SA,CPFE3.SA,QUAL3.SA,GOLL4.SA,SUZB3.SA,SANB11.SA,CCRO3.SA,UGPA3.SA,EGIE3.SA,RAIZ4.SA,PETR4.SA,YDUQ3.SA,PETR3.SA,DIRR3.SA,BPAC11.SA,COGN3.SA,BBSE3.SA,MRVE3.SA,RECV3.SA,IGTI11.SA,ENEV3.SA,BRAV3.SA,LWSA3.SA,RADL3.SA,ELET6.SA,CVCB3.SA,SBSP3.SA,RAIL3.SA,TOTS3.SA,CASH3.SA,BHIA3.SA,MGLU3.SA,NTCO3.SA
2023-10-16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0806,0.0000,0.0000,,0.0166,0.0000,0.0000,0.0873,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0341,,,,,0.0000,0.0000,,0.0181,0.0000,0.0000,0.1948,0.0000,0.0000,0.0000,0.0757,0.0000,0.0000,,0.0250,0.0604,0.0000,,0.1769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,
2023-10-23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0787,0.0000,0.0000,,0.0087,0.0000,0.0000,0.0733,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0331,,,,,0.0000,0.0000,,0.0187,0.0000,0.0000,0.1890,0.0000,0.0000,0.0000,0.0743,0.0000,0.0142,,0.0251,0.0574,0.0000,,0.1886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,
2023-10-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0746,0.0000,0.0000,,0.0274,0.0000,0.0000,0.0529,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0349,,,,,0.0000,0.0000,,0.0315,0.0000,0.0000,0.1804,0.0000,0.0000,0.0000,0.0687,0.0000,0.0211,,0.0136,0.0675,0.0000,,0.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,
2023-11-06,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0761,0.0000,0.0000,,0.0237,0.0000,0.0000,0.0752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0296,,,,,0.0000,0.0000,,0.0201,0.0000,0.0000,0.1792,0.0000,0.0000,0.0000,0.0778,0.0000,0.0007,,0.0227,0.0624,0.0000,,0.1767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,
2023-11-13,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0766,0.0000,0.0000,0.0000,0.0227,0.0000,0.0000,0.0881,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,,0.0000,,0.0000,,0.0268,0.0000,,0.0000,0.0024,0.0000,0.0000,0.0000,0.0106,0.0000,,0.1769,0.0000,0.0000,0.0000,0.0871,0.0000,0.0000,,0.0193,0.0574,0.0000,,0.1668,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-11-20,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2691,,0.0000,,0.0000,0.0000,0.0772,0.0000,0.0000,0.0000,0.0224,0.0000,0.0000,0.0940,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,,0.0000,0.0000,0.0248,0.0000,0.0000,0.0000,0.0015,0.0000,0.0000,0.0000,0.0073,0.0000,,0.1744,0.0000,0.0000,0.0000,0.0951,,0.0000,0.0000,0.0166,0.0559,0.0000,,0.1605,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-11-27,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2654,,0.0000,,0.0000,0.0000,0.0694,0.0000,0.0000,0.0000,0.0271,0.0000,0.0000,0.0809,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,,0.0000,0.0000,0.0260,0.0000,0.0036,0.0000,0.0073,0.0000,0.0000,0.0000,0.0083,0.0000,,0.1722,0.0000,0.0000,0.0000,0.1057,,0.0000,0.0000,0.0184,0.0520,0.0000,,0.1634,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-12-04,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2562,,0.0000,,0.0000,0.0000,0.0671,0.0000,0.0000,0.0000,0.0318,0.0000,0.0000,0.0725,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,,0.0000,0.0000,0.0271,0.0000,0.0039,0.0000,0.0063,0.0000,0.0000,0.0000,0.0192,0.0000,,0.1715,0.0000,0.0000,0.0000,0.0929,,0.0116,0.0000,0.0138,0.0611,0.0000,,0.1632,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-12-11,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2475,,0.0000,,0.0000,0.0000,0.0709,0.0000,0.0000,0.0000,0.0277,0.0000,0.0000,0.0694,0.0000,0.0000,,0.0000,,0.0000,0.0001,0.0000,0.0000,0.0008,0.0000,0.0000,,0.0000,0.0000,0.0326,0.0000,0.0000,0.0000,0.0118,0.0000,0.0000,0.0000,0.0229,0.0000,,0.1716,0.0000,0.0000,0.0000,0.0914,,0.0199,0.0000,0.0072,0.0557,0.0000,,0.1705,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-12-18,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2619,,0.0000,,0.0000,0.0000,0.0749,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000,0.0889,0.0000,0.0000,,0.0000,,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0266,0.0000,0.0044,0.0000,0.0036,0.0000,0.0000,0.0000,0.0101,0.0000,,0.1698,0.0000,0.0000,0.0000,0.1053,,0.0000,0.0000,0.0180,0.0517,0.0000,,0.1582,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-12-26,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2772,,0.0000,,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.0239,0.0000,0.0000,0.1151,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0207,0.0000,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0114,0.0000,,0.1723,0.0000,0.0000,0.0000,0.1070,,0.0000,0.0000,0.0136,0.0471,0.0000,,0.1411,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-02,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2787,,0.0000,,0.0000,0.0000,0.0674,0.0000,0.0000,0.0000,0.0252,0.0000,0.0000,0.1194,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0190,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,,0.1724,0.0000,0.0000,0.0000,0.1083,,0.0000,0.0000,0.0122,0.0469,0.0000,,0.1381,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-08,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2623,,0.0000,,0.0000,0.0000,0.0533,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.1366,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0122,0.0000,0.0000,,0.0000,0.0000,0.0024,0.0000,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0247,0.0000,,0.1802,0.0000,0.0000,0.0000,0.0987,,0.0000,0.0000,0.0112,0.0622,0.0000,,0.1378,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-15,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2432,,0.0000,,0.0000,0.0000,0.0485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1224,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0089,0.0000,0.0000,,0.0000,0.0000,0.0047,0.0000,0.0254,0.0000,0.0000,0.0000,0.0165,0.0000,0.0291,0.0000,,0.1834,0.0000,0.0000,0.0000,0.0752,,0.0244,0.0000,0.0003,0.0695,0.0000,,0.1486,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-22,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2544,,0.0000,,0.0000,0.0000,0.0573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1073,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,,0.0000,0.0000,0.0156,0.0000,0.0233,0.0000,0.0000,0.0000,0.0171,0.0000,0.0214,0.0000,,0.1792,0.0000,0.0000,0.0000,0.0480,,0.0250,0.0000,0.0000,0.0703,0.0000,,0.1776,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000,0.0000,,
2024-01-29,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2226,,0.0000,,0.0000,0.0000,0.0539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,,0.0000,0.0000,0.0170,0.0000,0.0275,0.0000,0.0000,0.0000,0.0237,0.0000,0.0325,0.0000,,0.1828,0.0000,0.0000,0.0000,0.0398,,0.0263,0.0000,0.0035,0.0795,0.0000,,0.1963,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0045,0.0000,0.0000,0.0000,0.0000,,
2024-02-05,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2394,,0.0000,,0.0000,0.0000,0.0567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1025,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0187,0.0000,0.0245,0.0000,0.0000,0.0000,0.0193,0.0000,0.0231,0.0000,,0.1792,0.0000,0.0000,0.0000,0.0234,,0.0312,0.0000,0.0000,0.0752,0.0000,,0.1991,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0077,0.0000,0.0000,0.0000,0.0000,,
2024-02-14,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2364,,0.0000,0.0000,0.0000,0.0000,0.0567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1022,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0182,0.0000,0.0146,0.0000,0.0019,0.0000,0.0109,0.0000,0.0269,0.0000,,0.1869,0.0000,0.0000,0.0000,0.0340,0.0000,0.0309,0.0000,0.0000,0.0789,0.0000,,0.1922,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0093,0.0000,,0.0000,0.0000,,
2024-02-19,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2307,,0.0000,0.0000,0.0000,0.0000,0.0644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0977,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0174,0.0000,0.0192,0.0000,0.0045,0.0000,0.0000,0.0000,0.0233,0.0000,,0.1851,0.0000,0.0000,0.0000,0.0458,0.0000,0.0295,0.0000,0.0050,0.0798,0.0000,,0.1870,0.0000,0.0000,0.0000,,0.0000,,,0.0000,0.0000,0.0106,0.0000,,0.0000,0.0000,,
2024-02-26,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2238,,0.0000,0.0000,0.0000,0.0000,0.0619,0.0000,0.0000,0.0000,0.0000,0.0000,,0.1013,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0155,0.0000,0.0227,0.0000,0.0086,0.0000,0.0000,0.0000,0.0190,0.0000,,0.1903,0.0000,0.0000,0.0000,0.0517,0.0000,0.0124,0.0000,0.0213,0.0840,0.0000,,0.1876,0.0000,0.0000,,,0.0000,,,0.0000,0.0000,0.0000,,,0.0000,0.0000,,
2024-03-04,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2116,,0.0000,0.0000,0.0000,0.0000,0.0585,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0956,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0167,0.0000,0.0296,0.0000,0.0029,0.0000,0.0000,0.0000,0.0256,0.0000,,0.1915,0.0000,0.0000,0.0000,0.0551,0.0000,0.0229,0.0000,0.0081,0.0884,0.0000,,0.1935,,0.0000,,,0.0000,,,0.0000,0.0000,0.0000,,,0.0000,0.0000,,
2024-03-11,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2261,,0.0000,0.0000,0.0000,0.0000,0.0588,0.0000,0.0000,0.0000,0.0000,0.0000,,0.1120,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0134,0.0000,0.0292,0.0000,0.0026,0.0000,0.0000,0.0000,0.0158,0.0000,,0.1868,0.0000,0.0000,0.0000,0.0480,0.0000,0.0196,0.0000,0.0128,0.0880,0.0000,,0.1869,,0.0000,,,,,,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,
2024-03-18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2063,,0.0000,0.0000,0.0000,0.0000,0.0450,0.0000,0.0000,0.0000,0.0000,0.0000,,0.1047,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0199,0.0000,0.0320,0.0000,0.0016,0.0000,0.0082,0.0000,0.0242,0.0000,,0.1915,0.0000,0.0000,0.0000,0.0328,0.0000,0.0231,0.0000,0.0104,0.0916,0.0000,,0.2087,,0.0000,,,,,,0.0000,,0.0000,,,,0.0000,0.0000,0.0000
2024-03-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2099,,0.0000,0.0000,0.0000,0.0000,0.0470,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0976,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0196,0.0000,0.0303,0.0000,0.0016,0.0000,0.0010,0.0000,0.0304,0.0000,,0.1915,0.0000,0.0000,0.0000,0.0364,0.0000,0.0200,0.0000,0.0125,0.0945,0.0000,,0.2039,,0.0000,,,,,,0.0000,,0.0038,,,,0.0000,0.0000,0.0000
