Filtro,Limiar,Data,Markowitz,Value-Weighted
Lucro Liquido Positivo,1.5%,2023-10-02,0.2917,1.0000
Lucro Liquido Positivo,1.5%,2023-10-09,0.3125,1.0000
Lucro Liquido Positivo,1.5%,2023-10-16,0.3043,1.0000
Lucro Liquido Positivo,1.5%,2023-10-23,0.2857,1.0000
Lucro Liquido Positivo,1.5%,2023-10-30,0.2979,1.0000
Lucro Liquido Positivo,1.5%,2023-11-06,0.2917,1.0000
Lucro Liquido Positivo,1.5%,2023-11-13,0.3400,1.0000
Lucro Liquido Positivo,1.5%,2023-11-20,0.3200,1.0000
Lucro Liquido Positivo,1.5%,2023-11-27,0.3200,1.0000
Lucro Liquido Positivo,1.5%,2023-12-04,0.3200,1.0000
Lucro Liquido Positivo,1.5%,2023-12-11,0.2600,1.0000
Lucro Liquido Positivo,1.5%,2023-12-18,0.3061,1.0000
Lucro Liquido Positivo,1.5%,2023-12-26,0.2979,1.0000
Lucro Liquido Positivo,1.5%,2024-01-02,0.2800,1.0000
Lucro Liquido Positivo,1.5%,2024-01-08,0.3000,1.0000
Lucro Liquido Positivo,1.5%,2024-01-15,0.3333,1.0000
Lucro Liquido Positivo,1.5%,2024-01-22,0.3061,1.0000
Lucro Liquido Positivo,1.5%,2024-01-29,0.3400,1.0000
Lucro Liquido Positivo,1.5%,2024-02-05,0.3469,1.0000
Lucro Liquido Positivo,1.5%,2024-02-14,0.2979,1.0000
Lucro Liquido Positivo,1.5%,2024-02-19,0.3191,1.0000
Lucro Liquido Positivo,1.5%,2024-02-26,0.2979,1.0000
Lucro Liquido Positivo,1.5%,2024-03-04,0.2917,1.0000
Lucro Liquido Positivo,1.5%,2024-03-11,0.2917,1.0000
Lucro Liquido Positivo,1.5%,2024-03-18,0.3043,1.0000
Lucro Liquido Positivo,1.5%,2024-03-25,0.3125,1.0000
