,ABEV3.SA,ALPA4.SA,AZUL4.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BEEF3.SA,CBAV3.SA,CMIN3.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,DXCO3.SA,ECOR3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENGI11.SA,FLRY3.SA,GGBR4.SA,GMAT3.SA,GOAU4.SA,HYPE3.SA,ISAE4.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,MGLU3.SA,MRFG3.SA,MULT3.SA,PCAR3.SA,PETZ3.SA,PRIO3.SA,PSSA3.SA,RADL3.SA,RAIZ4.SA,RENT3.SA,SLCE3.SA,SMTO3.SA,TAEE11.SA,TOTS3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA,BRKM5.SA,CPLE6.SA,ENEV3.SA,ITSA4.SA,JBSS3.SA,MDIA3.SA,SIMH3.SA,STBP3.SA,VBBR3.SA,CMIG4.SA,CPFE3.SA,EQTL3.SA,EZTC3.SA,QUAL3.SA,RDOR3.SA,BRAV3.SA,GOLL4.SA,SANB11.SA,SUZB3.SA,CCRO3.SA,EGIE3.SA,RAIL3.SA,UGPA3.SA,BPAC11.SA,COGN3.SA,DIRR3.SA,LWSA3.SA,PETR3.SA,PETR4.SA,BBSE3.SA,MRVE3.SA,RECV3.SA,IGTI11.SA,BHIA3.SA,CASH3.SA,CVCB3.SA,SBSP3.SA,ALOS3.SA,BRFS3.SA,NTCO3.SA
2023-08-07,0.1059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0926,0.0000,0.2589,0.0000,0.0000,0.0274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0296,0.0000,0.0000,0.0000,,0.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1768,0.0000,0.1133,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.1281,0.0000,0.0000,0.0000,,,,,,,
2023-08-14,0.0979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0882,0.0000,0.2547,0.0000,0.0000,0.0308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0334,0.0000,0.0000,0.0000,,0.0144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1817,0.0000,0.0864,0.0000,0.0000,0.0000,0.0000,0.0644,0.0000,0.0000,0.0000,0.1481,0.0000,0.0000,0.0000,,,,,,,
2023-08-21,0.0658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0821,0.0000,0.2281,0.0000,0.0000,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0378,0.0000,0.0000,0.0000,,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1850,0.0000,0.1059,0.0000,0.0000,0.0000,0.0000,0.0677,0.0000,0.0000,0.0016,0.1471,0.0000,0.0000,0.0000,,,,,,,
2023-08-28,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0816,0.0000,0.2229,0.0000,0.0000,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0378,0.0000,0.0000,0.0000,,0.0364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1822,0.0000,0.1220,0.0000,0.0000,0.0000,0.0000,0.0657,0.0000,0.0000,0.0047,0.1461,0.0000,0.0000,0.0000,,,,,,,
2023-09-04,0.0604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0809,0.0000,0.2246,0.0000,0.0000,0.0261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0359,0.0000,0.0000,0.0000,,0.0355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1813,0.0000,0.1230,0.0000,0.0000,0.0000,0.0000,0.0642,0.0000,0.0000,0.0030,0.1439,0.0000,0.0000,0.0000,,,,,,,
2023-09-11,0.0515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0809,0.0000,0.2146,0.0000,0.0000,0.0238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0418,0.0000,0.0000,0.0000,,0.0375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1779,0.0000,0.1123,0.0000,0.0000,0.0000,0.0000,0.0616,0.0000,0.0131,0.0032,0.1657,0.0000,0.0000,0.0000,,,,,,,
2023-09-18,0.0764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0826,0.0000,0.2304,0.0000,0.0000,0.0217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0357,0.0000,0.0000,0.0000,,0.0263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1745,0.0000,0.1126,0.0000,0.0000,0.0000,0.0000,0.0583,0.0000,0.0107,0.0000,0.1530,0.0000,0.0000,0.0000,,,,,,,
2023-09-25,0.0799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0829,0.0000,0.2298,0.0000,0.0000,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0335,0.0000,0.0000,0.0000,,0.0260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1797,0.0000,0.1173,0.0000,0.0000,0.0000,0.0000,0.0536,0.0000,0.0099,0.0000,0.1521,0.0000,0.0000,0.0000,,,,,,,
2023-10-02,0.0808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0837,0.0000,0.2370,0.0000,0.0000,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000,,,0.0340,0.0000,0.0000,0.0000,,0.0147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1819,0.0000,0.0939,0.0000,0.0000,0.0000,0.0000,0.0616,0.0000,0.0190,0.0000,0.1596,0.0000,0.0000,0.0000,,,,,,,
2023-10-09,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0806,0.0000,0.2348,0.0000,0.0000,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0377,0.0000,0.0000,0.0000,,0.0168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1882,0.0000,0.0781,0.0000,0.0000,0.0000,0.0000,0.0588,0.0000,0.0188,0.0000,0.1792,0.0000,0.0000,0.0000,,,,,,,
2023-10-16,0.0803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0816,0.0000,0.2244,0.0000,0.0000,0.0148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0358,0.0000,0.0000,0.0000,,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1932,0.0000,0.0802,0.0000,0.0000,0.0000,0.0000,0.0589,0.0000,0.0170,0.0084,0.1721,0.0000,0.0000,0.0000,,,,,,,
2023-10-23,0.0593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0797,0.0000,0.2293,0.0000,0.0000,0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000,,,0.0361,0.0000,0.0000,0.0000,,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1849,0.0000,0.0899,0.0000,0.0000,0.0000,0.0000,0.0530,0.0000,0.0118,0.0274,0.1777,0.0000,0.0000,0.0000,,,,,,,
2023-10-30,0.0418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0756,0.0000,0.2278,0.0000,0.0000,0.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,,,0.0369,0.0000,0.0000,0.0000,,0.0308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1762,0.0000,0.0829,0.0000,0.0000,0.0000,0.0000,0.0632,0.0000,0.0156,0.0197,0.1806,0.0000,0.0000,0.0000,,,,,,,
2023-11-06,0.0638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0759,0.0000,0.2472,0.0000,0.0000,0.0222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000,,,0.0320,0.0000,0.0000,0.0000,,0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1760,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.0587,0.0000,0.0130,0.0108,0.1680,0.0000,0.0000,0.0000,,,,,,,
2023-11-13,0.0775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0777,0.0000,0.2537,0.0000,0.0000,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000,,,0.0288,0.0000,0.0000,0.0000,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1733,0.0000,0.1010,0.0000,0.0000,0.0000,,0.0545,0.0000,0.0195,0.0000,0.1591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,
2023-11-20,0.0843,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0782,,0.2581,0.0000,0.0000,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0267,0.0000,0.0000,0.0000,0.0000,0.0116,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1726,0.0000,0.1073,0.0000,0.0000,0.0000,,0.0533,0.0000,0.0165,0.0000,0.1529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-11-27,0.0714,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0703,,0.2559,0.0000,0.0000,0.0239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,0.0000,0.0000,0.0029,0.0277,0.0000,0.0000,0.0000,0.0000,0.0112,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1697,0.0000,0.1178,0.0000,0.0000,0.0000,,0.0491,0.0000,0.0181,0.0000,0.1562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-12-04,0.0643,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0702,,0.2486,0.0000,0.0000,0.0267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,0.0000,0.0000,0.0026,0.0296,0.0000,0.0000,0.0000,0.0000,0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1689,0.0000,0.1058,0.0000,0.0000,0.0000,,0.0550,0.0000,0.0046,0.0191,0.1542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-12-11,0.0582,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0724,,0.2382,0.0000,0.0000,0.0249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0344,0.0000,0.0000,0.0000,0.0000,0.0253,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1682,0.0000,0.1040,0.0000,0.0000,0.0000,,0.0531,0.0000,0.0135,0.0131,0.1617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-12-18,0.0806,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0773,,0.2521,0.0000,0.0000,0.0202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0027,0.0280,0.0000,0.0000,0.0000,0.0000,0.0132,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1671,0.0000,0.1201,0.0000,0.0000,0.0000,,0.0480,0.0000,0.0164,0.0000,0.1486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2023-12-26,0.1059,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0712,,0.2710,0.0000,0.0000,0.0221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0004,0.0227,0.0000,0.0000,0.0000,0.0000,0.0124,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1696,0.0000,0.1140,0.0000,0.0000,0.0000,,0.0455,0.0000,0.0127,0.0000,0.1396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-02,0.1098,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0689,,0.2728,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0212,0.0000,0.0000,0.0000,0.0000,0.0126,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1695,0.0000,0.1163,0.0000,0.0000,0.0000,,0.0449,0.0000,0.0120,0.0000,0.1366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-08,0.1333,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0540,,0.2604,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0171,0.0038,0.0000,0.0000,0.0000,0.0000,0.0246,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1797,0.0000,0.1009,0.0000,0.0000,0.0000,,0.0609,0.0000,0.0113,0.0000,0.1375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-15,0.1225,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0489,,0.2450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0251,0.0052,0.0000,0.0000,0.0000,0.0000,0.0284,0.0160,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1826,0.0000,0.0752,0.0000,0.0000,0.0000,,0.0694,0.0000,0.0071,0.0181,0.1487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-22,0.1098,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0571,,0.2531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0224,0.0155,0.0000,0.0000,0.0000,0.0000,0.0213,0.0204,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1804,0.0000,0.0438,0.0000,0.0000,0.0000,,0.0699,0.0000,0.0000,0.0251,0.1784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000,,
2024-01-29,0.0886,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0539,,0.2240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.0172,0.0000,0.0000,0.0000,0.0000,0.0319,0.0229,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1824,0.0000,0.0400,0.0000,0.0000,0.0000,,0.0796,0.0000,0.0069,0.0231,0.1964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0047,0.0000,,
2024-02-05,0.1032,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0564,,0.2387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0243,0.0189,0.0000,0.0000,0.0000,0.0000,0.0229,0.0200,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1802,0.0000,0.0230,0.0000,0.0000,0.0000,,0.0755,0.0000,0.0000,0.0320,0.1981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.0000,,
2024-02-14,0.1014,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0564,0.0000,0.2380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0145,0.0185,0.0000,0.0000,0.0000,0.0000,0.0271,0.0104,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1863,0.0000,0.0344,0.0000,0.0000,0.0000,,0.0786,0.0000,0.0000,0.0306,0.1928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0091,0.0000,,
2024-02-19,0.0988,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0635,0.0000,0.2308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000,0.0000,0.0189,0.0176,0.0000,0.0000,0.0000,0.0000,0.0224,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1856,0.0000,0.0446,0.0000,0.0000,0.0000,,0.0794,0.0000,0.0096,0.0261,0.1878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0093,0.0000,,
2024-02-26,0.0984,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0625,0.0000,0.2223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0086,0.0000,0.0000,0.0224,0.0161,0.0000,0.0000,0.0000,0.0000,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1891,0.0000,0.0554,0.0000,0.0000,0.0000,,0.0832,0.0000,0.0271,0.0060,0.1866,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-03-04,0.0910,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0586,0.0000,0.2075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0286,0.0175,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.1890,0.0000,0.0650,0.0000,0.0000,0.0000,,0.0857,0.0000,0.0187,0.0106,0.1905,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
