,retorno
2023-03-20,-0.0165
2023-03-27,0.0152
2023-04-03,0.0063
2023-04-10,0.0387
2023-04-17,-0.0286
2023-04-24,-0.0122
2023-05-02,0.0466
2023-05-08,0.0206
2023-05-15,0.0092
2023-05-22,0.0095
2023-05-29,0.0194
2023-06-05,0.0612
2023-06-12,0.0184
2023-06-19,-0.0056
2023-06-26,0.0075
2023-07-03,-0.0176
2023-07-10,-0.0013
2023-07-17,0.0204
2023-07-24,0.0047
2023-07-31,-0.0246
2023-08-07,-0.0139
2023-08-14,-0.0091
2023-08-21,0.0188
2023-08-28,0.0013
2023-09-04,-0.0008
2023-09-11,0.0112
2023-09-18,-0.0195
2023-09-25,-0.0073
2023-10-02,0.0096
2023-10-09,0.0175
2023-10-16,-0.0313
2023-10-23,-0.0035
2023-10-30,0.0449
2023-11-06,0.0153
2023-11-13,0.0397
2023-11-20,-0.0000
2023-11-27,0.0087
2023-12-04,0.0033
2023-12-11,0.0342
2023-12-18,0.0224
2023-12-26,-0.0031
2024-01-02,-0.0005
2024-01-08,-0.0054
2024-01-15,-0.0321
2024-01-22,0.0189
2024-01-29,0.0020
2024-02-05,-0.0082
2024-02-14,0.0180
2024-02-19,0.0018
2024-02-26,-0.0211
2024-03-04,-0.0252
2024-03-11,0.0006
2024-03-18,-0.0039
2024-03-25,0.0061
