,retorno
2023-03-20,-0.0159
2023-03-27,0.0176
2023-04-03,0.0063
2023-04-10,0.0423
2023-04-17,-0.0291
2023-04-24,-0.0049
2023-05-02,0.0558
2023-05-08,0.0289
2023-05-15,0.0339
2023-05-22,0.0060
2023-05-29,0.0249
2023-06-05,0.0453
2023-06-12,0.0183
2023-06-19,-0.0117
2023-06-26,0.0133
2023-07-03,-0.0025
2023-07-10,-0.0088
2023-07-17,0.0224
2023-07-24,0.0114
2023-07-31,-0.0073
2023-08-07,-0.0212
2023-08-14,-0.0311
2023-08-21,0.0057
2023-08-28,0.0007
2023-09-04,-0.0157
2023-09-11,0.0043
2023-09-18,-0.0309
2023-09-25,-0.0123
2023-10-02,-0.0110
2023-10-09,0.0083
2023-10-16,-0.0290
2023-10-23,-0.0195
2023-10-30,0.0645
2023-11-06,0.0167
2023-11-13,0.0550
2023-11-20,-0.0129
2023-11-27,0.0156
2023-12-04,0.0152
2023-12-11,0.0332
2023-12-18,0.0224
2023-12-26,-0.0160
2024-01-02,0.0018
2024-01-08,-0.0077
2024-01-15,-0.0411
2024-01-22,0.0027
2024-01-29,-0.0112
2024-02-05,-0.0040
2024-02-14,0.0127
2024-02-19,0.0138
2024-02-26,0.0032
2024-03-04,-0.0067
2024-03-11,-0.0056
2024-03-18,-0.0019
2024-03-25,-0.0041
