,turnover
2023-03-20,0.0000
2023-03-27,0.1346
2023-04-03,0.0783
2023-04-10,0.0123
2023-04-17,0.0276
2023-04-24,0.0193
2023-05-02,0.1160
2023-05-08,0.0219
2023-05-15,0.3778
2023-05-22,0.0963
2023-05-29,0.0142
2023-06-05,0.0242
2023-06-12,0.0270
2023-06-19,0.0260
2023-06-26,0.0199
2023-07-03,0.0203
2023-07-10,0.0158
2023-07-17,0.0192
2023-07-24,0.0195
2023-07-31,0.1592
2023-08-07,0.2266
2023-08-14,0.4543
2023-08-21,0.1920
2023-08-28,0.0212
2023-09-04,0.0129
2023-09-11,0.0122
2023-09-18,0.0155
2023-09-25,0.0135
2023-10-02,0.0164
2023-10-09,0.0216
2023-10-16,0.0120
2023-10-23,0.0121
2023-10-30,0.0158
2023-11-06,0.2868
2023-11-13,0.1821
2023-11-20,0.1571
2023-11-27,0.0209
2023-12-04,0.0186
2023-12-11,0.0132
2023-12-18,0.0184
2023-12-26,0.0193
2024-01-02,0.0113
2024-01-08,0.0147
2024-01-15,0.0149
2024-01-22,0.0188
2024-01-29,0.0139
2024-02-05,0.0199
2024-02-14,0.0459
2024-02-19,0.0154
2024-02-26,0.0443
2024-03-04,0.0425
2024-03-11,0.0410
2024-03-18,0.0497
2024-03-25,0.0766
