,turnover
2023-03-20,0.0000
2023-03-27,0.1568
2023-04-03,0.7889
2023-04-10,0.1446
2023-04-17,0.1276
2023-04-24,0.0897
2023-05-02,0.6602
2023-05-08,0.2781
2023-05-15,0.6367
2023-05-22,0.4753
2023-05-29,0.0560
2023-06-05,0.0794
2023-06-12,0.0663
2023-06-19,0.0514
2023-06-26,0.0523
2023-07-03,0.0651
2023-07-10,0.0694
2023-07-17,0.0950
2023-07-24,0.0348
2023-07-31,0.0558
2023-08-07,0.0892
2023-08-14,0.2418
2023-08-21,0.0939
2023-08-28,0.1655
2023-09-04,0.1541
2023-09-11,0.1684
2023-09-18,0.1709
2023-09-25,0.0220
2023-10-02,0.0866
2023-10-09,0.1219
2023-10-16,0.1301
2023-10-23,0.0870
2023-10-30,0.1507
2023-11-06,0.0952
2023-11-13,0.0736
2023-11-20,0.1495
2023-11-27,0.0844
2023-12-04,0.1029
2023-12-11,0.0401
2023-12-18,0.1286
2023-12-26,0.1657
2024-01-02,0.0289
2024-01-08,0.0713
2024-01-15,0.1856
2024-01-22,0.1416
2024-01-29,0.1105
2024-02-05,0.0610
2024-02-14,0.0631
2024-02-19,0.0757
2024-02-26,0.0369
2024-03-04,0.0933
2024-03-11,0.0440
2024-03-18,0.1463
2024-03-25,0.0665
