,CMIN3.SA,PETZ3.SA,GOAU4.SA,PRIO3.SA,BBDC3.SA,ALPA4.SA,VIVT3.SA,MULT3.SA,DXCO3.SA,BBAS3.SA,RENT3.SA,WEGE3.SA,GMAT3.SA,HYPE3.SA,KLBN11.SA,USIM5.SA,ELET6.SA,LREN3.SA,TAEE11.SA,AZUL4.SA,TOTS3.SA,ENGI11.SA,SMTO3.SA,ISAE4.SA,B3SA3.SA,SLCE3.SA,CBAV3.SA,BBDC4.SA,ELET3.SA,VALE3.SA,ECOR3.SA,CRFB3.SA,MGLU3.SA,ABEV3.SA,GGBR4.SA,VAMO3.SA,MRFG3.SA,PCAR3.SA,CSNA3.SA,CYRE3.SA,ITUB4.SA,PSSA3.SA,RADL3.SA,FLRY3.SA,BEEF3.SA,CSAN3.SA,AZZA3.SA,BRKM5.SA,SIMH3.SA,ITSA4.SA,MDIA3.SA,VBBR3.SA,JBSS3.SA,STBP3.SA,CPLE6.SA,EZTC3.SA,EQTL3.SA,CMIG4.SA,CPFE3.SA,QUAL3.SA,GOLL4.SA,SUZB3.SA,SANB11.SA,CCRO3.SA,UGPA3.SA,EGIE3.SA,RAIZ4.SA,PETR4.SA,YDUQ3.SA,PETR3.SA,DIRR3.SA,BPAC11.SA,COGN3.SA,BBSE3.SA,MRVE3.SA,ENEV3.SA,RECV3.SA,IGTI11.SA,BRAV3.SA,LWSA3.SA,CVCB3.SA,SBSP3.SA,RAIL3.SA,CASH3.SA,BHIA3.SA,EMBR3.SA,ALOS3.SA,NTCO3.SA
2023-10-23,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.2424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0778,0.0000,0.0000,,0.0088,0.0000,0.0000,,0.0707,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0337,0.0000,,0.0000,0.0067,0.0000,0.0000,,0.0135,0.0000,0.0000,0.1881,0.0000,0.0000,0.0000,0.0768,0.0000,0.0185,0.0000,0.0204,0.0564,0.0000,,0.1861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,
2023-10-30,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,0.2399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0740,0.0000,0.0000,,0.0264,0.0000,0.0000,,0.0516,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0353,0.0000,,0.0000,0.0092,0.0000,0.0000,,0.0264,0.0000,0.0000,0.1792,0.0000,0.0000,0.0000,0.0700,0.0000,0.0222,0.0000,0.0120,0.0653,0.0000,,0.1885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,
2023-11-06,0.0000,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,0.2551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0750,0.0000,0.0000,,0.0241,0.0000,0.0000,,0.0729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0302,0.0000,,0.0000,0.0045,0.0000,0.0000,,0.0168,0.0000,0.0000,0.1785,0.0000,0.0000,0.0000,0.0838,0.0000,0.0000,0.0000,0.0239,0.0610,0.0000,,0.1742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,
2023-11-13,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0778,0.0000,0.0000,0.0000,0.0203,0.0000,0.0000,,0.0784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,,0.0284,0.0000,,0.0000,0.0020,0.0000,0.0000,0.0000,0.0130,0.0000,,0.1738,0.0000,0.0000,0.0000,0.0990,0.0000,0.0000,0.0000,0.0200,0.0549,0.0000,,0.1594,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0173,,
2023-11-20,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2604,,0.0000,0.0000,,0.0000,0.0000,0.0786,0.0000,0.0000,0.0000,0.0197,0.0000,0.0000,,0.0854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0270,0.0000,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0097,0.0000,,0.1728,0.0000,0.0000,0.0000,0.1030,,0.0000,0.0000,0.0168,0.0531,0.0000,,0.1541,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,0.0000,
2023-11-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2542,,0.0000,0.0000,,0.0000,0.0000,0.0697,0.0000,0.0000,0.0000,0.0246,0.0000,0.0000,,0.0704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0281,0.0000,0.0035,0.0000,0.0067,0.0000,0.0000,0.0000,0.0113,0.0000,,0.1692,0.0000,0.0000,0.0000,0.1208,,0.0000,0.0000,0.0182,0.0495,0.0000,,0.1549,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0191,0.0000,
2023-12-04,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2487,,0.0000,0.0000,,0.0000,0.0000,0.0704,0.0000,0.0000,0.0000,0.0263,0.0000,0.0000,,0.0652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0295,0.0000,0.0029,0.0000,0.0056,0.0000,0.0000,0.0000,0.0219,0.0000,,0.1691,0.0000,0.0000,0.0000,0.1038,,0.0195,0.0000,0.0044,0.0549,0.0000,,0.1550,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0228,0.0000,
2023-12-11,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2380,,0.0000,0.0000,,0.0000,0.0000,0.0715,0.0000,0.0000,0.0000,0.0244,0.0000,0.0000,,0.0584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0341,0.0000,0.0000,0.0000,0.0107,0.0000,0.0000,0.0000,0.0253,0.0000,,0.1684,0.0000,0.0000,0.0000,0.1066,,0.0234,0.0000,0.0034,0.0524,0.0000,,0.1605,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231,0.0000,
2023-12-18,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2516,,0.0000,0.0000,,0.0000,0.0000,0.0775,0.0000,0.0000,0.0000,0.0197,0.0000,0.0000,,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0286,0.0000,0.0033,0.0000,0.0020,0.0000,0.0000,0.0000,0.0131,0.0000,,0.1666,0.0000,0.0000,0.0000,0.1219,,0.0000,0.0000,0.0165,0.0476,0.0000,,0.1479,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0239,0.0000,
2023-12-26,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2684,,0.0000,0.0000,,0.0000,0.0000,0.0708,0.0000,0.0000,0.0000,0.0231,0.0000,0.0000,,0.1043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0229,0.0000,0.0001,0.0000,0.0012,0.0000,0.0000,0.0000,0.0119,0.0000,,0.1691,0.0000,0.0000,0.0000,0.1200,,0.0000,0.0000,0.0133,0.0454,0.0000,,0.1371,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0123,0.0000,
2024-01-02,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2727,,0.0000,0.0000,,0.0000,0.0000,0.0694,0.0000,0.0000,0.0000,0.0233,0.0000,0.0000,,0.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0212,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0130,0.0000,,0.1708,0.0000,0.0000,0.0000,0.1149,,0.0000,0.0000,0.0115,0.0457,0.0000,,0.1361,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0111,0.0000,
2024-01-08,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2611,,0.0000,0.0000,,0.0000,0.0000,0.0551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.1341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0103,0.0000,0.0000,,0.0000,0.0000,0.0040,0.0000,0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242,0.0000,,0.1800,0.0000,0.0000,0.0000,0.0986,,0.0002,0.0000,0.0110,0.0613,0.0000,,0.1377,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000,
2024-01-15,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2434,,0.0000,0.0000,,0.0000,0.0000,0.0486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.1219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0089,0.0000,0.0000,,0.0000,0.0000,0.0044,0.0000,0.0256,0.0000,0.0000,0.0000,0.0167,0.0000,0.0290,0.0000,,0.1829,0.0000,0.0000,0.0000,0.0749,,0.0202,0.0000,0.0046,0.0699,0.0000,,0.1489,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2024-01-22,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2529,,0.0000,0.0000,,0.0000,0.0000,0.0577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.1077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,0.0000,,0.0000,0.0000,0.0154,0.0000,0.0235,0.0000,0.0000,0.0000,0.0193,0.0000,0.0220,0.0000,,0.1804,0.0000,0.0000,0.0000,0.0441,,0.0242,0.0000,0.0000,0.0702,0.0000,,0.1787,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,
2024-01-29,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2221,,0.0000,0.0000,,0.0000,0.0000,0.0545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,,0.0000,0.0000,0.0169,0.0000,0.0280,0.0000,0.0000,0.0000,0.0236,0.0000,0.0323,0.0000,,0.1830,0.0000,0.0000,0.0000,0.0399,,0.0210,0.0000,0.0089,0.0802,0.0000,,0.1957,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,
2024-02-05,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.2376,,0.0000,0.0000,,0.0000,0.0000,0.0562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.1046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0181,0.0000,0.0247,0.0000,0.0000,0.0000,0.0215,0.0000,0.0239,0.0000,,0.1800,0.0000,0.0000,0.0000,0.0202,,0.0315,0.0000,0.0000,0.0754,0.0000,,0.1996,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,
2024-02-14,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2377,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.1006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0179,0.0000,0.0147,0.0000,0.0013,0.0000,0.0104,0.0000,0.0272,0.0000,,0.1857,0.0000,0.0000,0.0000,0.0363,0.0000,0.0302,0.0000,0.0000,0.0787,0.0000,,0.1924,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0105,0.0000,0.0000,0.0000,0.0000,0.0000,
2024-02-19,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2309,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0175,0.0000,0.0186,0.0000,0.0057,0.0000,0.0000,0.0000,0.0223,0.0000,,0.1857,0.0000,0.0000,0.0000,0.0440,0.0000,0.0241,0.0000,0.0116,0.0794,0.0000,,0.1882,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,
2024-02-26,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2206,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0162,0.0000,0.0227,0.0000,0.0077,0.0000,0.0000,0.0000,0.0203,0.0000,,0.1892,0.0000,0.0000,0.0000,0.0596,0.0000,0.0070,0.0000,0.0252,0.0832,0.0000,,0.1866,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0046,0.0000,
2024-03-04,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2050,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0176,0.0000,0.0295,0.0000,0.0018,0.0000,0.0000,0.0000,0.0250,0.0000,,0.1881,0.0000,0.0000,0.0000,0.0663,0.0000,0.0069,0.0000,0.0229,0.0859,0.0000,,0.1902,,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0106,0.0000,
2024-03-11,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2259,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0145,0.0000,0.0274,0.0000,0.0019,0.0000,0.0000,0.0000,0.0107,0.0000,,0.1805,0.0000,0.0000,0.0000,0.0579,0.0000,0.0011,0.0000,0.0295,0.0816,0.0000,,0.1794,,,0.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,0.0000,
2024-03-18,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2062,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0196,0.0000,0.0324,0.0000,0.0017,0.0000,0.0095,0.0000,0.0233,0.0000,,0.1916,0.0000,0.0000,0.0000,0.0314,0.0000,0.0112,0.0000,0.0222,0.0924,0.0000,,0.2111,,,0.0000,,,,,0.0000,0.0000,,0.0000,,0.0000,0.0000
2024-03-25,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2095,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0191,0.0000,0.0304,0.0000,0.0025,0.0000,0.0027,0.0000,0.0301,0.0000,,0.1917,0.0000,0.0000,0.0000,0.0357,0.0000,0.0191,0.0000,0.0149,0.0941,0.0000,,0.2044,,,0.0000,,,,,0.0020,0.0000,,0.0000,,,0.0000
