,CMIN3.SA,GOAU4.SA,PRIO3.SA,BBDC3.SA,MULT3.SA,DXCO3.SA,BBAS3.SA,GMAT3.SA,HYPE3.SA,USIM5.SA,LREN3.SA,TAEE11.SA,AZUL4.SA,ENGI11.SA,SMTO3.SA,ISAE4.SA,B3SA3.SA,SLCE3.SA,CBAV3.SA,BBDC4.SA,VALE3.SA,CRFB3.SA,ABEV3.SA,GGBR4.SA,VAMO3.SA,MRFG3.SA,PCAR3.SA,CSNA3.SA,CYRE3.SA,ITUB4.SA,BEEF3.SA,CSAN3.SA,BRKM5.SA,SIMH3.SA,ITSA4.SA,VBBR3.SA,JBSS3.SA,EZTC3.SA,CMIG4.SA,CPFE3.SA,QUAL3.SA,GOLL4.SA,SUZB3.SA,SANB11.SA,CCRO3.SA,UGPA3.SA,EGIE3.SA,RAIZ4.SA,PETR4.SA,YDUQ3.SA,PETR3.SA,BPAC11.SA,CPLE6.SA,BBSE3.SA,MRVE3.SA,RECV3.SA,ECOR3.SA,IGTI11.SA,EQTL3.SA,ENEV3.SA,MDIA3.SA,DIRR3.SA,VIVT3.SA,ELET6.SA,BRAV3.SA,CVCB3.SA,TOTS3.SA,ELET3.SA,AZZA3.SA,BHIA3.SA,FLRY3.SA,RENT3.SA,PSSA3.SA,NTCO3.SA
2023-12-26,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2761,,0.0000,,0.0000,0.0000,0.0694,0.0000,0.0000,0.0242,,0.1132,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0129,0.0000,,0.1716,0.0000,,0.0000,0.1108,,0.0000,0.0000,0.0130,0.0000,,0.1405,,0.0000,0.0000,,0.0000,,0.0209,0.0474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-02,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2779,,0.0000,,0.0000,0.0000,0.0663,0.0000,0.0000,0.0260,,0.1175,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0005,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0129,0.0000,,0.1710,0.0000,,0.0000,0.1139,,0.0000,0.0000,0.0113,0.0000,,0.1366,,0.0000,0.0000,,0.0000,,0.0187,0.0473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-08,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2663,,0.0000,,0.0000,0.0000,0.0546,0.0000,0.0000,0.0034,,0.1456,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0145,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0259,0.0000,,0.1818,0.0000,,0.0000,0.1015,,0.0026,0.0000,0.0068,0.0000,,0.1344,,0.0000,0.0000,,0.0000,,0.0040,0.0585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-15,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2527,,0.0000,,0.0000,0.0000,0.0496,0.0000,0.0000,0.0000,,0.1375,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0121,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0296,0.0000,,0.1877,0.0000,,0.0000,0.0778,,0.0205,0.0000,0.0036,0.0000,,0.1449,,0.0000,0.0000,,0.0118,,0.0066,0.0655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-22,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2596,,0.0000,,0.0000,0.0000,0.0595,0.0000,0.0000,0.0000,,0.1243,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0049,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0229,0.0000,,0.1854,0.0000,,0.0000,0.0414,,0.0241,0.0000,0.0000,0.0000,,0.1754,,0.0000,0.0000,,0.0191,,0.0169,0.0667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-01-29,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2324,,0.0000,,0.0000,0.0000,0.0543,0.0000,0.0000,0.0000,,0.1064,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0055,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0341,0.0000,,0.1878,0.0000,,0.0000,0.0394,,0.0225,0.0000,0.0082,0.0000,,0.1930,,0.0000,0.0000,,0.0219,,0.0188,0.0757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-02-05,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2485,,0.0000,,0.0000,0.0000,0.0578,0.0000,0.0000,0.0000,,0.1175,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0016,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0247,0.0000,,0.1857,0.0000,,0.0000,0.0226,,0.0326,0.0000,0.0000,0.0000,,0.1953,,0.0000,0.0000,,0.0200,,0.0216,0.0722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-02-14,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2433,,0.0000,0.0000,0.0000,0.0000,0.0560,0.0000,0.0000,0.0000,,0.1119,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0277,0.0000,,0.1901,0.0000,0.0000,0.0000,0.0367,,0.0335,0.0000,0.0000,0.0000,,0.1897,,0.0000,0.0000,,0.0136,,0.0197,0.0778,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-02-19,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2386,,0.0000,0.0000,0.0000,0.0000,0.0644,0.0000,0.0000,0.0000,,0.1121,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0254,0.0000,,0.1905,0.0000,0.0000,0.0000,0.0471,,0.0332,0.0000,0.0056,0.0000,,0.1844,,0.0000,0.0000,,0.0007,,0.0191,0.0788,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-02-26,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2351,,0.0000,0.0000,0.0000,0.0000,0.0652,0.0000,0.0000,0.0000,,0.1154,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0226,0.0000,,0.1938,0.0000,0.0000,0.0000,0.0566,,0.0192,0.0000,0.0136,0.0000,,0.1816,,0.0000,0.0000,,0.0000,,0.0167,0.0804,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,,
2024-03-04,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2243,,0.0000,0.0000,0.0000,0.0000,0.0607,0.0000,0.0000,0.0000,,0.1121,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0248,0.0000,,0.1981,0.0000,0.0000,0.0000,0.0607,,0.0167,0.0000,0.0133,0.0000,,0.1869,,0.0000,0.0000,,0.0000,,0.0184,0.0840,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2024-03-11,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2397,,0.0000,0.0000,0.0000,0.0000,0.0611,0.0000,0.0000,0.0000,,0.1283,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0148,0.0000,,0.1920,0.0000,0.0000,0.0000,0.0529,,0.0027,0.0000,0.0288,0.0000,,0.1816,,0.0000,0.0000,,0.0000,,0.0152,0.0829,,0.0000,,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,
2024-03-18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2199,,0.0000,0.0000,0.0000,0.0000,0.0465,0.0000,0.0000,0.0000,,0.1232,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0239,0.0000,,0.1981,0.0000,0.0000,0.0000,0.0381,,0.0204,,0.0125,0.0000,,0.2015,,0.0000,0.0000,,0.0076,,0.0222,0.0862,,,,,,,,0.0000,0.0000,,0.0000,0.0000
2024-03-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2251,,0.0000,0.0000,0.0000,0.0000,0.0477,0.0000,0.0000,0.0000,,0.1159,0.0000,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0253,0.0000,,0.1980,0.0000,0.0000,0.0000,0.0374,,0.0150,,0.0177,0.0000,0.0113,0.1971,,0.0000,0.0000,,0.0000,,0.0222,0.0873,,,,,,,,0.0000,0.0000,,0.0000,0.0000
