,retorno
2023-03-20,-0.0109
2023-03-27,0.0170
2023-04-03,0.0101
2023-04-10,0.0386
2023-04-17,-0.0277
2023-04-24,-0.0095
2023-05-02,0.0532
2023-05-08,0.0184
2023-05-15,0.0274
2023-05-22,0.0055
2023-05-29,0.0232
2023-06-05,0.0363
2023-06-12,0.0259
2023-06-19,0.0005
2023-06-26,0.0090
2023-07-03,-0.0037
2023-07-10,0.0050
2023-07-17,0.0263
2023-07-24,0.0083
2023-07-31,-0.0068
2023-08-07,-0.0148
2023-08-14,-0.0316
2023-08-21,0.0160
2023-08-28,-0.0035
2023-09-04,-0.0089
2023-09-11,0.0124
2023-09-18,-0.0292
2023-09-25,-0.0105
2023-10-02,-0.0093
2023-10-09,0.0085
2023-10-16,-0.0293
2023-10-23,-0.0092
2023-10-30,0.0599
2023-11-06,0.0143
2023-11-13,0.0474
2023-11-20,-0.0078
2023-11-27,0.0204
2023-12-04,0.0048
2023-12-11,0.0328
2023-12-18,0.0166
2023-12-26,-0.0086
2024-01-02,-0.0014
2024-01-08,-0.0045
2024-01-15,-0.0273
2024-01-22,0.0114
2024-01-29,-0.0048
2024-02-05,-0.0067
2024-02-14,0.0134
2024-02-19,0.0118
2024-02-26,-0.0003
2024-03-04,-0.0048
2024-03-11,0.0021
2024-03-18,-0.0018
2024-03-25,0.0023
