,retorno
2023-03-20,-0.0005
2023-03-27,-0.0028
2023-04-03,0.0249
2023-04-10,0.0192
2023-04-17,-0.0052
2023-04-24,-0.0116
2023-05-02,0.0319
2023-05-08,0.0092
2023-05-15,-0.0056
2023-05-22,0.0090
2023-05-29,0.0018
2023-06-05,0.0266
2023-06-12,0.0101
2023-06-19,-0.0030
2023-06-26,0.0095
2023-07-03,-0.0021
2023-07-10,-0.0012
2023-07-17,0.0182
2023-07-24,0.0077
2023-07-31,0.0113
2023-08-07,-0.0125
2023-08-14,-0.0116
2023-08-21,0.0119
2023-08-28,-0.0029
2023-09-04,-0.0064
2023-09-11,0.0186
2023-09-18,0.0058
2023-09-25,-0.0154
2023-10-02,0.0081
2023-10-09,0.0011
2023-10-16,-0.0282
2023-10-23,-0.0253
2023-10-30,0.0468
2023-11-06,0.0142
2023-11-13,0.0302
2023-11-20,0.0008
2023-11-27,0.0181
2023-12-04,0.0022
2023-12-11,0.0138
2023-12-18,0.0147
2023-12-26,-0.0093
2024-01-02,-0.0165
2024-01-08,-0.0108
2024-01-15,-0.0198
2024-01-22,0.0041
2024-01-29,0.0019
2024-02-05,-0.0035
2024-02-14,0.0064
2024-02-19,0.0081
2024-02-26,-0.0033
2024-03-04,0.0041
2024-03-11,0.0068
2024-03-18,-0.0063
2024-03-25,0.0149
