,retorno
2023-03-20,-0.0018
2023-03-27,0.0117
2023-04-03,-0.0003
2023-04-10,0.0362
2023-04-17,-0.0234
2023-04-24,-0.0141
2023-05-02,0.0389
2023-05-08,0.0237
2023-05-15,0.0219
2023-05-22,0.0148
2023-05-29,0.0067
2023-06-05,0.0392
2023-06-12,0.0127
2023-06-19,-0.0089
2023-06-26,0.0227
2023-07-03,-0.0050
2023-07-10,-0.0043
2023-07-17,0.0332
2023-07-24,0.0069
2023-07-31,-0.0030
2023-08-07,-0.0223
2023-08-14,-0.0316
2023-08-21,0.0148
2023-08-28,-0.0108
2023-09-04,-0.0046
2023-09-11,0.0109
2023-09-18,-0.0261
2023-09-25,-0.0073
2023-10-02,-0.0067
2023-10-09,0.0072
2023-10-16,-0.0179
2023-10-23,-0.0262
2023-10-30,0.0541
2023-11-06,0.0176
2023-11-13,0.0374
2023-11-20,-0.0137
2023-11-27,0.0197
2023-12-04,0.0083
2023-12-11,0.0330
2023-12-18,0.0158
2023-12-26,-0.0145
2024-01-02,0.0051
2024-01-08,-0.0055
2024-01-15,-0.0344
2024-01-22,0.0084
2024-01-29,-0.0055
2024-02-05,0.0010
2024-02-14,0.0071
2024-02-19,0.0122
2024-02-26,-0.0058
2024-03-04,0.0045
2024-03-11,0.0026
2024-03-18,0.0001
2024-03-25,-0.0084
