,retorno
2023-03-20,-0.0021
2023-03-27,-0.0036
2023-04-03,0.0087
2023-04-10,0.0276
2023-04-17,-0.0042
2023-04-24,-0.0144
2023-05-02,0.0650
2023-05-08,0.0210
2023-05-15,-0.0159
2023-05-22,0.0099
2023-05-29,-0.0127
2023-06-05,0.0128
2023-06-12,0.0084
2023-06-19,0.0027
2023-06-26,0.0091
2023-07-03,-0.0043
2023-07-10,-0.0004
2023-07-17,0.0155
2023-07-24,-0.0047
2023-07-31,-0.0044
2023-08-07,-0.0235
2023-08-14,-0.0040
2023-08-21,0.0113
2023-08-28,0.0044
2023-09-04,0.0027
2023-09-11,0.0174
2023-09-18,-0.0023
2023-09-25,-0.0231
2023-10-02,0.0097
2023-10-09,0.0026
2023-10-16,-0.0134
2023-10-23,-0.0256
2023-10-30,0.0438
2023-11-06,0.0252
2023-11-13,0.0250
2023-11-20,-0.0021
2023-11-27,0.0107
2023-12-04,0.0057
2023-12-11,0.0127
2023-12-18,0.0178
2023-12-26,-0.0080
2024-01-02,-0.0150
2024-01-08,-0.0104
2024-01-15,-0.0163
2024-01-22,0.0003
2024-01-29,0.0047
2024-02-05,-0.0047
2024-02-14,0.0039
2024-02-19,0.0108
2024-02-26,-0.0183
2024-03-04,0.0032
2024-03-11,-0.0045
2024-03-18,-0.0197
2024-03-25,0.0038
