,retorno
2023-03-20,0.0014
2023-03-27,-0.0040
2023-04-03,0.0230
2023-04-10,0.0248
2023-04-17,-0.0052
2023-04-24,-0.0056
2023-05-02,0.0264
2023-05-08,0.0177
2023-05-15,-0.0044
2023-05-22,0.0069
2023-05-29,-0.0010
2023-06-05,0.0260
2023-06-12,0.0107
2023-06-19,-0.0130
2023-06-26,0.0132
2023-07-03,-0.0048
2023-07-10,0.0004
2023-07-17,0.0169
2023-07-24,0.0097
2023-07-31,0.0139
2023-08-07,-0.0140
2023-08-14,-0.0145
2023-08-21,0.0091
2023-08-28,0.0032
2023-09-04,-0.0098
2023-09-11,0.0131
2023-09-18,0.0024
2023-09-25,-0.0144
2023-10-02,0.0034
2023-10-09,-0.0010
2023-10-16,-0.0312
2023-10-23,-0.0256
2023-10-30,0.0500
2023-11-06,0.0077
2023-11-13,0.0313
2023-11-20,0.0055
2023-11-27,0.0164
2023-12-04,0.0032
2023-12-11,0.0151
2023-12-18,0.0186
2023-12-26,-0.0071
2024-01-02,-0.0181
2024-01-08,-0.0087
2024-01-15,-0.0218
2024-01-22,0.0041
2024-01-29,0.0020
2024-02-05,-0.0070
2024-02-14,0.0084
2024-02-19,0.0125
2024-02-26,0.0018
2024-03-04,0.0015
2024-03-11,0.0093
2024-03-18,-0.0032
2024-03-25,0.0086
