,retorno
2023-03-20,-0.0053
2023-03-27,0.0187
2023-04-03,0.0063
2023-04-10,0.0420
2023-04-17,-0.0140
2023-04-24,-0.0179
2023-05-02,0.0410
2023-05-08,0.0272
2023-05-15,0.0106
2023-05-22,0.0055
2023-05-29,0.0151
2023-06-05,0.0581
2023-06-12,0.0162
2023-06-19,-0.0062
2023-06-26,0.0091
2023-07-03,-0.0182
2023-07-10,-0.0019
2023-07-17,0.0281
2023-07-24,0.0009
2023-07-31,-0.0208
2023-08-07,-0.0140
2023-08-14,-0.0146
2023-08-21,0.0232
2023-08-28,-0.0022
2023-09-04,-0.0007
2023-09-11,0.0127
2023-09-18,-0.0149
2023-09-25,-0.0067
2023-10-02,0.0070
2023-10-09,0.0148
2023-10-16,-0.0300
2023-10-23,-0.0050
2023-10-30,0.0458
2023-11-06,0.0155
2023-11-13,0.0385
2023-11-20,0.0014
2023-11-27,0.0103
2023-12-04,0.0023
2023-12-11,0.0345
2023-12-18,0.0200
2023-12-26,-0.0029
2024-01-02,-0.0008
2024-01-08,-0.0069
2024-01-15,-0.0318
2024-01-22,0.0181
2024-01-29,0.0006
2024-02-05,-0.0070
2024-02-14,0.0159
2024-02-19,0.0059
2024-02-26,-0.0198
2024-03-04,-0.0221
2024-03-11,0.0045
2024-03-18,-0.0015
2024-03-25,0.0031
