,retorno
2023-03-20,-0.0100
2023-03-27,0.0182
2023-04-03,0.0123
2023-04-10,0.0391
2023-04-17,-0.0246
2023-04-24,-0.0062
2023-05-02,0.0491
2023-05-08,0.0242
2023-05-15,0.0303
2023-05-22,0.0065
2023-05-29,0.0231
2023-06-05,0.0406
2023-06-12,0.0216
2023-06-19,-0.0085
2023-06-26,0.0143
2023-07-03,-0.0061
2023-07-10,-0.0037
2023-07-17,0.0235
2023-07-24,0.0091
2023-07-31,-0.0085
2023-08-07,-0.0156
2023-08-14,-0.0290
2023-08-21,0.0138
2023-08-28,-0.0069
2023-09-04,-0.0082
2023-09-11,0.0116
2023-09-18,-0.0271
2023-09-25,-0.0121
2023-10-02,-0.0086
2023-10-09,0.0073
2023-10-16,-0.0303
2023-10-23,-0.0092
2023-10-30,0.0611
2023-11-06,0.0175
2023-11-13,0.0489
2023-11-20,-0.0082
2023-11-27,0.0220
2023-12-04,0.0049
2023-12-11,0.0334
2023-12-18,0.0172
2023-12-26,-0.0101
2024-01-02,-0.0002
2024-01-08,-0.0055
2024-01-15,-0.0315
2024-01-22,0.0085
2024-01-29,-0.0068
2024-02-05,-0.0065
2024-02-14,0.0114
2024-02-19,0.0132
2024-02-26,-0.0006
2024-03-04,-0.0052
2024-03-11,0.0024
2024-03-18,0.0008
2024-03-25,-0.0027
